Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),N (mg/kg),P (mg/kg),K (mg/kg),Mg (mg/kg),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
TSPD-2033,0-20 sm,Loy,7.88,1.87,1.78,1.51,27.86,40.4,23.68,,373.37,409.8,11.57,1.01,10.67,1.06,1.62,Bug'doy
Karta-144,0-20 sm,Loy,8.02,,0.73,1.5,15.6,51.24,27.42,,394.55,415.85,9.73,1.44,13.1,0.63,0.59,Bug'doy
NTTM-146,0-20 sm,Loy,8.16,0.3,4.45,1.47,16.69,27.13,17.22,,314.33,344.54,6.45,1.53,14.5,1.03,3.61,Bug'doy
NMNX-8731,0-20 sm,Loy,8.75,0.84,4.46,1.62,35.04,27.69,16.01,,,414.14,8.72,0.55,6.82,0.98,1.8,Bug'doy
NMNX-8852,0-20 sm,Loy,8.99,1.85,4.95,1.64,21.82,10.71,10.76,,,452.8,8.54,,6.3,1.03,1.75,Bug'doy
TSPD-2034,0-20 sm,Loy,8.52,1.25,3.96,1.62,35.72,18.23,13.62,,309.98,410.77,9.9,1.03,8.03,0.66,1.41,Bug'doy
NMNX-9094,0-20 sm,Loy,8.21,1.74,2.13,1.38,31.28,37.31,21.06,,382.9,430.72,7.51,,13.8,0.83,3.37,Bug'doy
Karta-146,0-20 sm,Loy,6.3,1.72,2.02,1.61,27.45,59.16,31.65,,401.38,415.18,8.38,2.1,11.92,0.98,0.75,Bug'doy
NTTM-148,0-20 sm,Loy,8.93,1.11,3.23,1.38,33.26,27.08,13.52,,362.67,414.07,10.64,0.83,3.93,0.89,2.51,Bug'doy
NMNX-9215,0-20 sm,Loy,8.89,1.41,3.07,1.58,31.16,19.17,14.58,,328.66,452.99,7.53,0.82,11.13,,3.83,Bug'doy
NTXM-187,0-20 sm,Loy,8.95,1.17,4.52,1.49,24.58,29.77,20.27,,359.43,432.07,8.55,0.82,12.92,0.58,2.27,Bug'doy
NTTM-149,0-20 sm,Loy,7.52,,1.67,1.51,27.65,58.47,32.51,,385.71,397.07,8.59,1.45,4.71,0.73,1.9,Bug'doy
NMNX-1263,0-20 sm,Loy,7.7,1.27,4.79,1.64,32.92,16.21,11.33,,283.89,489.02,8.37,,5.9,0.52,2.94,Bug'doy
NMNX-168,0-20 sm,Loy,7.23,1.84,4.27,1.57,28.05,34.87,18.46,,310.6,443.93,6.8,1.89,5.5,0.93,1.79,Bug'doy
NTXM-177,0-20 sm,Loy,8.46,2.33,2.95,1.59,21.14,43.19,23.32,,337.92,438.33,10.26,0.92,12.65,0.64,3.23,Bug'doy
NMNX-8604,0-20 sm,Loy,6.46,0.74,3.98,1.46,17.02,60.87,32.99,,403.05,386.23,8.6,2.94,6.69,0.71,3.86,Bug'doy
NMNX-170,0-20 sm,Loy,6.57,1.34,1.37,1.38,20.61,68.11,35.68,,399.39,419.76,8.8,2.31,6.84,1.07,2.53,Bug'doy
NMNX-8484,0-20 sm,Loy,7.37,1.35,2.89,1.62,35.29,25.09,17.11,,285.89,428.04,6.82,1.9,10.1,1.04,4.16,Bug'doy
NTXM-179,0-20 sm,Loy,7.71,1.77,1.55,1.57,32.18,46.03,25.45,,316.56,445.53,11.36,,11.03,0.34,3.62,Bug'doy
NTTM-141,0-20 sm,Loy,8.01,1.31,4.32,1.59,23.06,26.25,16.81,,280.88,438.12,11.36,0.29,9.68,1.24,2.46,Bug'doy
NMNX-8485,0-20 sm,Loy,8.63,1.41,4.86,1.57,15.52,32.16,16.58,,337.19,449.95,9.97,1.05,8.08,0.68,3.92,Bug'doy
NMNX-8606,0-20 sm,Loy,8.48,1.22,2.96,1.44,29.05,36.14,21.92,,344.46,428.9,8.34,0.31,9.03,0.39,4.21,Bug'doy
NTXM-180,0-20 sm,Loy,6.55,1.4,2.95,1.47,25.87,53.73,30.1,,376.76,443.15,6.71,2.12,5.26,0.83,0.81,Bug'doy
NMNX-172,0-20 sm,Loy,6.49,2.11,3.58,1.51,15.96,50.54,25.34,,312.26,441.72,10.36,1.62,,0.96,0.6,Bug'doy
NMNT-173,0-20 sm,Loy,7.63,0.78,3.76,1.59,38.48,36.69,20.61,,337.78,,10.19,1.51,13.82,0.71,3.5,Bug'doy
NTTM-142,0-20 sm,Loy,6.58,1.74,2.61,1.27,18.76,50.66,27.56,,379.9,431.28,8.57,1.95,14.81,0.56,4.37,Bug'doy
NMNX-8486,0-20 sm,Loy,8.71,1.96,4.06,1.57,25.45,17.48,13.01,,335.04,434.67,7.27,0.99,9.07,1.4,1.16,Bug'doy
NMNX-8607,0-20 sm,Loy,8.81,1.51,4.22,1.6,31.92,31.72,18.69,,329.69,445.65,7.11,0.94,6.61,0.68,3.54,Bug'doy
NTXM-181,0-20 sm,Loy,8.08,1.99,3.58,1.54,20.32,42.67,25.35,,337.17,392.21,7.98,0.9,3.93,1.15,4.87,Bug'doy
NTTM-143,0-20 sm,Loy,6.29,0.94,2.2,1.48,25.87,55.55,30.98,,,426.15,9.05,2.28,6.37,1.45,0.89,Bug'doy
NMNX-8608,0-20 sm,Loy,7.32,1.9,3.95,1.65,21.27,32.46,19.02,,319,406.09,9.37,1.7,11.38,0.93,1.28,Bug'doy
NMNX-174,0-20 sm,Loy,8.13,2.21,2.05,1.36,35.48,39.44,25.09,,,377.49,8.94,0.73,6.64,0.63,3.43,Bug'doy
NTXM-183,0-20 sm,Loy,6.5,0.91,0.99,1.28,19.21,62.5,32.78,,397.57,413,9.56,3.93,9.15,1.34,1.09,Bug'doy
NTXM-183,0-20 sm,Loy,8.6,1.81,1.85,1.41,39.61,40.83,21.09,,,364.36,7.72,4,8.63,0.75,2.46,Bug'doy
NTXM-184,0-20 sm,Loy,8.53,0.95,4.36,1.55,28.79,30.71,17.76,,,427.05,,3.96,12.96,1.14,2.4,Bug'doy
NMNT-176,0-20 sm,Loy,8.27,1.49,4.58,1.57,31.43,13.4,13.03,,330.68,440.68,,3.98,7.83,1.12,0.68,Bug'doy
NMNX-8489,0-20 sm,Loy,8.2,0.95,3.47,1.41,31.3,38.97,24.74,,344.6,430.84,9.9,3.95,4.66,0.52,2.25,Bug'doy
NTXM-184,0-20 sm,Loy,7.46,0.7,4.47,1.52,30.24,38.43,23.45,,383.21,451.87,8.05,3.92,9.56,0.87,1.36,Bug'doy
TSPD-2033,0-20 sm,Loy,8.71,,3.73,1.42,27.3,30.41,19.1,,354.79,510.47,8.44,3.94,14.07,,2.1,Bug'doy
Karta-144,0-20 sm,Loy,7.87,1.21,2.37,1.34,16.82,44.2,24.58,,355.56,432.27,10.15,3.95,13.59,0.81,1.68,Bug'doy
NTTM-146,0-20 sm,Loy,7.55,1.51,2.87,,31.69,43.19,24.05,,320.65,430.73,11.29,3.97,13.86,1.22,0.58,Bug'doy
NTXM-185,0-20 sm,Loy,7.15,1.42,4.68,1.63,22.06,21,13.16,,335.79,408.63,8.46,4,5.46,1.2,1.49,Bug'doy
TSPD-2034,0-20 sm,Loy,7.47,1.64,3.18,1.6,19.87,38.05,20.74,,354.36,458.3,9.75,3.96,5.73,0.69,2.44,Bug'doy
NTXM-186,0-20 sm,Loy,7.06,1.14,1.25,1.46,25.32,55.06,30.58,,365.58,425.46,8.48,3.95,6.58,,3.83,Bug'doy
TSPD-2035,0-20 sm,Loy,7.07,1.06,3.11,1.46,29.25,44.39,25.62,,344.79,413.17,7.35,3.93,9.83,1.12,2.46,Bug'doy
NTTM-148,0-20 sm,Loy,8.79,1.6,4.76,1.46,37.43,30.62,19.19,,352.45,449.46,7.49,3.93,7.71,1.01,4.54,Bug'doy
NMNX-9215,0-20 sm,Loy,8.9,2.2,3.69,1.53,31.5,12.61,13.16,,331.95,401.96,11.39,3.93,3.94,0.99,2.37,Bug'doy
NMNX-9336,0-20 sm,Loy,8.76,1.04,4.66,1.59,32.82,25.89,17.81,,354.85,383.86,12.06,3.92,9.46,0.97,4.57,Bug'doy
TSPD-2036,0-20 sm,Loy,7.83,1.59,2.57,1.45,37.38,50.77,27.32,,335.06,417.61,8.61,3.94,12.85,0.62,1.78,Bug'doy
NMNX-9578,0-20 sm,Loy,6.21,2.52,0.87,1.44,29.08,50.3,25.66,,336.41,425.05,10.07,3.92,,0.87,4.18,Bug'doy
NTXM-188,0-20 sm,Loy,6.62,,4.69,1.62,21.26,20.34,13.48,,298.41,408.54,10.11,3.94,9.9,0.57,1.98,Bug'doy
NTTM-150,0-20 sm,Loy,7.13,1.42,3.72,1.45,26.31,29.86,17.99,,370.52,433.33,9.02,3.98,5.95,0.33,3.04,Bug'doy
NMNX-1264,0-20 sm,Loy,7.58,2.38,2.72,1.61,31.75,29.93,16.54,,304.14,376.12,9.57,3.94,9.5,1.07,3.94,Bug'doy
NTXM-179,0-20 sm,Loy,6.72,1.24,3.16,1.45,34.01,62.06,32.23,,382.82,428.02,6.6,3.98,,0.82,1.48,Bug'doy
NMNT-171,0-20 sm,Loy,7.36,1.63,1.1,1.44,22.03,38.29,21.08,,323.43,412.56,9.11,4,9.87,0.54,3.53,Bug'doy
NMNT-172,0-20 sm,Loy,6.66,1.54,2.41,1.32,22.7,32.61,19.53,,306.71,,7.65,3.99,12.5,0.65,4.3,Bug'doy
NMNX-8726,0-20 sm,Loy,7.5,0.52,3.12,1.49,21.95,62.51,32.46,,381.56,401.76,7.72,3.93,9.1,1.01,3.66,Bug'doy
NMNX-8847,0-20 sm,Loy,6.83,2.12,2.44,1.53,33.43,54.88,29.2,,401.68,458.4,10.4,3.98,13.59,0.59,3.14,Bug'doy
NTXM-180,0-20 sm,Loy,8.97,1.19,4.54,1.6,18.33,21.2,14.41,,345.89,482.44,,3.92,3.49,1.05,4.2,Bug'doy
NMNX-172,0-20 sm,Loy,8.25,0.87,0.69,1.29,35.13,45.17,24.55,,365.87,452.9,9.87,3.95,10.29,0.45,2.22,Bug'doy
NMNT-173,0-20 sm,Loy,7.33,1.62,1.99,1.57,31.56,27.47,15.07,,315.58,413.05,8.45,3.94,13.57,0.87,4.75,Bug'doy
NTTM-142,0-20 sm,Loy,6.98,1.68,4.83,1.59,27.57,29.42,17.72,,317.13,391.96,11.19,3.94,4.64,0.93,3.32,Bug'doy
NMNX-8848,0-20 sm,Loy,7.36,1.14,1.61,1.43,36.58,43.76,24.13,,356.09,457.39,8.03,3.95,5.13,0.62,2.81,Bug'doy
NTXM-181,0-20 sm,Loy,7.99,0.94,3.49,1.5,33.35,46.06,28.07,,364.36,449.98,12.23,3.97,5.2,0.84,4.76,Bug'doy
NMNX-173,0-20 sm,Loy,7.96,2.14,4.37,1.64,32,27.21,14.05,,350.18,461.69,11.87,3.98,5.52,1.15,1.48,Bug'doy
NTXM-182,0-20 sm,Loy,6.94,1.45,2.69,1.47,20.89,55.25,29.5,,365.81,394.69,10.72,3.99,9.46,0.49,0.92,Bug'doy
NTTM-143,0-20 sm,Loy,6.3,1.97,1.81,1.33,27.06,57.43,30.68,,346.84,,9.77,3.97,10.67,0.76,3.35,Bug'doy
NTXM-182,0-20 sm,Loy,7.25,1.78,3.49,1.62,16.57,23.4,17.13,,314.74,366.03,5.87,3.98,7.28,1.01,0.94,Bug'doy
NMNX-174,0-20 sm,Loy,7.65,0.5,1.78,1.3,30.89,50.86,26.47,,370.03,437.28,8.39,3.94,13.95,0.95,3.58,Bug'doy
NTXM-183,0-20 sm,Loy,8.59,0.67,4.14,1.31,33.33,32.96,19.01,,338.47,380.22,11.52,3.97,5.78,1.22,4.93,Bug'doy
NMNT-175,0-20 sm,Loy,7.01,0.52,4.07,1.31,35.76,50.9,27.66,,345.55,459.4,10.99,3.93,10.74,1.19,4.58,Bug'doy
NTTM-144,0-20 sm,Loy,7.28,0.6,3.97,1.31,30.73,52.93,30.28,,374.01,428.59,9.01,3.95,,0.5,1.62,Bug'doy
NMNX-8729,0-20 sm,Loy,8.08,2,1.78,1.56,23.63,40.68,23.9,,324.3,465.46,6.21,3.96,12.99,0.97,0.56,Bug'doy
NMNX-8850,0-20 sm,Loy,6.45,,1.97,1.48,17.89,65.22,35.57,,418.07,409.28,11.02,3.97,11.49,0.92,0.59,Bug'doy
NMNX-175,0-20 sm,Loy,6.95,0.97,4.04,1.6,19.79,28.8,18.47,,315.79,392.42,10.09,3.99,5.34,1.26,0.55,Bug'doy
NMNT-176,0-20 sm,Loy,8.77,1.93,4.41,1.65,35.93,13.29,12.33,,322.27,437.2,8.51,3.98,9.09,0.76,4.69,Bug'doy
NTTM-145,0-20 sm,Loy,8.88,1.39,4.98,1.57,24.5,14.07,10.58,,310.07,420.38,9.67,3.92,8.37,0.99,4.71,Bug'doy
NMNX-8851,0-20 sm,Loy,8.8,1.07,4.21,1.51,20.75,33.11,21.43,,343.87,397.38,9.96,3.96,13.9,0.52,3.41,Bug'doy
NTXM-185,0-20 sm,Loy,7.06,1.16,2.43,1.52,24.19,27.32,15.11,,303.59,390.59,11,3.99,,1.14,1.07,Bug'doy
NMNT-177,0-20 sm,Loy,8.9,1.3,4.34,1.57,17.74,19.49,14.05,,324.41,427.9,,3.98,8.37,0.72,3.61,Bug'doy
NMNX-8731,0-20 sm,Loy,8.86,1.63,4.32,1.5,28.52,22.37,13.87,,313.64,447.63,8.33,3.95,5.81,0.96,3.11,Bug'doy
Karta-145,0-20 sm,Loy,8.91,,4.46,1.43,32.67,40.14,20.53,,347.38,392.64,8.8,3.95,4.55,0.86,0.96,Bug'doy
NMNX-8973,0-20 sm,Loy,8.04,1,1.55,1.57,27.36,55.28,29.29,,411.37,397.86,8.43,3.96,11.06,1.25,4.64,Bug'doy
NTXM-186,0-20 sm,Loy,8.65,1.82,4.87,1.55,24.87,24.33,15.89,,346.16,386.14,9.08,3.96,8.09,1.38,4.69,Bug'doy
Karta-146,0-20 sm,Loy,8.97,1.85,4.4,1.63,39.12,24.8,15.61,,288.87,430.65,9.34,3.99,9.12,0.94,1.59,Bug'doy
NTTM-148,0-20 sm,Loy,8.91,0.23,4.83,1.63,26.85,12.37,10.02,,325.54,404.08,10.32,3.99,6.64,0.97,0.5,Bug'doy
Karta-147,0-20 sm,Loy,8.99,1.93,3.91,1.6,20.41,29.01,17.79,,344.66,474.61,5.6,3.93,11.4,1.12,3.15,Bug'doy
NTTM-149,0-20 sm,Loy,6.42,1.83,3.25,1.56,26.91,33.29,21.16,,387.56,457.98,8.48,3.97,8.75,0.8,2.41,Bug'doy
NMNX-9578,0-20 sm,Loy,7.8,1.99,3.26,1.6,38.42,22.6,15.29,,306.35,476.03,6.83,4,9.51,1.13,3.22,Bug'doy
TSPD-2037,0-20 sm,Loy,8.53,0.5,3.83,1.53,32.13,12.91,12.62,,324.02,,10.12,4,,0.47,2.18,Bug'doy
Karta-148,0-20 sm,Loy,6.34,0.75,4.52,1.41,17.2,41.7,22.22,,372.32,460.22,9.15,3.95,8.59,0.99,2.83,Bug'doy
NMNX-9699,0-20 sm,Loy,7.31,0.92,2.61,1.55,37.06,46.81,27.37,,370.82,459.44,12.53,3.96,,1.13,2.91,Bug'doy
NMNX-9820,0-20 sm,Loy,8.71,1.96,3.85,1.41,24.44,30.68,20.1,,332.96,426.5,10.22,3.95,10.97,,1.49,Bug'doy
TSPD-2038,0-20 sm,Loy,6.42,1.08,3.5,1.49,25.99,45.48,24.74,,346.59,385.87,8.94,3.96,6.79,0.75,4.08,Bug'doy
NTXM-179,0-20 sm,Loy,6.29,1.83,0.7,1.43,28.09,60.94,32.81,,388.31,398.8,8.49,3.92,6.01,1.12,2.23,Bug'doy
NTXM-180,0-20 sm,Loy,8.86,1.67,4.79,1.47,26.09,16.91,12.37,,284.2,376.05,9.86,3.96,7.48,1.13,2.02,Bug'doy
NTXM-181,0-20 sm,Loy,8.43,1.96,3.86,1.56,15.28,28.05,17.13,,319.14,464.45,9.34,3.99,11.61,1.15,3.82,Bug'doy
NMNT-173,0-20 sm,Loy,7.37,1.45,3.16,1.49,17.33,40.11,22.32,,378.73,381.04,10.83,3.97,12.15,0.43,2.19,Bug'doy
NMNX-8968,0-20 sm,Loy,7.88,1.8,1.92,1.53,15.95,67.54,35.63,,,,8.47,3.92,12,1.01,1.62,Bug'doy
NTXM-181,0-20 sm,Loy,8.75,1.83,3.73,1.5,38.81,29.82,18.73,,334.58,407.67,11.88,3.96,,1.08,4.04,Bug'doy
NMNX-173,0-20 sm,Loy,7.43,2.08,4.63,1.59,29.87,45.27,26.07,,330.03,388.44,10.53,3.95,10.32,1.21,1.26,Bug'doy
NMNT-174,0-20 sm,Loy,7.14,1.01,3.24,1.44,39.16,37.77,22.91,,350.32,354.17,11.94,3.97,4.84,,1.64,Bug'doy
NTTM-143,0-20 sm,Loy,7.54,1.24,2.57,1.49,22,43.52,24.03,,332.88,,9.81,3.95,12.52,1.03,0.64,Bug'doy
NMNX-8969,0-20 sm,Loy,6.28,2.2,3.03,1.57,23.86,40.52,18.98,,313.09,394.4,10.82,3.97,6.84,1.21,3.31,Bug'doy
NTXM-182,0-20 sm,Loy,8.97,1.22,4.98,1.64,39.77,16.95,11.96,,322.37,409.06,10.72,3.92,6.18,0.85,1.79,Bug'doy
NMNX-174,0-20 sm,Loy,8.84,1.44,3.81,1.51,27.01,28.09,18.81,,345.23,435.43,8.63,3.97,9.62,0.56,2.33,Bug'doy
NTXM-183,0-20 sm,Loy,8.04,0.91,1.48,1.59,19.49,27.64,16.79,,332.65,389.59,11.13,3.92,13.42,1,1.42,Bug'doy
NTTM-144,0-20 sm,Loy,8.67,1.14,4.02,1.48,20.9,22.35,16.29,,325.1,446.39,10.03,3.96,14.81,0.98,1.86,Bug'doy
NMNX-8970,0-20 sm,Loy,7.04,1.73,3.13,1.41,25.28,60.52,29.44,,363.55,461.04,7.78,3.95,7.55,1.3,1.86,Bug'doy
NMNT-176,0-20 sm,Loy,6.91,0.93,3.11,1.55,22.49,50.39,26.7,,390.58,475.78,12.57,3.96,3.82,1.15,1.35,Bug'doy
NTTM-145,0-20 sm,Loy,8.08,1.67,1.99,1.6,28.34,32.69,19.68,,333.99,393.9,10.73,3.94,13.01,0.5,1.7,Bug'doy
NMNX-8971,0-20 sm,Loy,6.98,1,2.61,1.61,36.02,31.13,17.5,,329.69,437.8,8.94,3.96,12.15,0.79,1.28,Bug'doy
NMNX-9092,0-20 sm,Loy,8.06,1.12,3.4,1.31,27.46,49.68,30.57,,339.7,418.99,9.12,3.99,12.81,0.86,1.55,Bug'doy
NTXM-185,0-20 sm,Loy,8.99,1.2,4.8,1.55,31.69,17.23,12.46,,323.31,438.85,8.13,3.96,10.41,1.21,3.9,Bug'doy
NMNT-177,0-20 sm,Loy,8.62,0.84,4.85,1.63,25.14,18.75,15.47,,326.41,457.07,10.92,3.95,,0.53,1.22,Bug'doy
NTTM-146,0-20 sm,Loy,8.09,1.48,1.56,1.42,15.76,48.19,27.75,,378.46,425.41,9.73,3.95,4.45,1.1,3.06,Bug'doy
NMNX-8972,0-20 sm,Loy,8.63,1.56,3.27,1.6,35.73,27.74,19.62,,343.22,470.16,9.67,3.98,7.17,0.67,3.9,Bug'doy
NMNX-9093,0-20 sm,Loy,8.48,0.8,2.23,1.42,15.86,68.05,33.28,,396.23,483.82,12.95,3.92,12.34,1.09,4.68,Bug'doy
NMNX-177,0-20 sm,Loy,6.21,1.81,2.81,1.47,28.54,56.89,30.47,,351.15,361.63,9.31,3.92,11.91,1.12,2.48,Bug'doy
NMNX-8973,0-20 sm,Loy,7.35,0.8,2.48,1.6,21.65,37.1,20.52,,341.47,405.59,9.41,3.92,5.76,0.97,1.5,Bug'doy
NMNX-9094,0-20 sm,Loy,7.22,1.87,2.74,1.48,22.28,66.72,33.18,,442,,11.51,3.95,,0.71,1.83,Bug'doy
NTXM-186,0-20 sm,Loy,6.24,1.12,2.38,1.53,17.21,46.04,23.37,,,416.73,11.01,4,8.62,1.25,4.15,Bug'doy
TSPD-2035,0-20 sm,Loy,7.03,1.61,4.88,1.65,18.5,19.21,13,,277.05,409.85,7.4,3.99,5.69,1.03,2.54,Bug'doy
Karta-146,0-20 sm,Loy,6.73,0.36,3.68,1.42,27.53,61.59,30.96,397.87,371.34,453.68,10.74,3.97,11.77,1,4.51,Bug'doy
NMNX-9215,0-20 sm,Loy,7.91,0.57,3.12,1.41,34.68,48.7,29.3,384.25,382.18,485.9,11.97,3.96,12.62,0.62,1.02,Bug'doy
NMNX-9336,0-20 sm,Loy,8.31,1.08,4.5,1.5,29.06,19.75,14.07,358.81,325.69,461.99,10.16,3.94,4.23,0.94,4.19,Bug'doy
NTXM-187,0-20 sm,Loy,7.74,1.33,3.42,1.51,29.11,51.72,29.65,398.11,376.14,467.43,11.23,3.95,12.65,1.06,2.66,Bug'doy
TSPD-2036,0-20 sm,Loy,8.23,0.87,2.69,1.35,38.38,29.32,17.5,355.34,314.62,438.48,10.76,3.99,3.09,1.1,1.56,Bug'doy
Karta-147,0-20 sm,Loy,8.97,1.18,3.03,1.38,35.87,46.99,26.07,365.58,322.07,411.32,13.57,3.98,8.58,0.57,2.54,Bug'doy
NMNX-9578,0-20 sm,Loy,7.16,1.92,3.9,1.43,37.47,35.35,21.14,383.63,370.01,422.88,9.63,3.98,10.88,1.11,2.1,Bug'doy
TSPD-2037,0-20 sm,Loy,7.89,1.14,0.86,1.51,32.31,40.87,23.97,404.59,355.01,,10.82,3.98,3.23,1.02,3.45,Bug'doy
NTTM-150,0-20 sm,Loy,8.67,1.39,4.48,1.54,34,34.32,19.99,395.09,383.99,436.65,10.48,3.92,11.45,0.81,0.73,Bug'doy
NMNX-9820,0-20 sm,Loy,8.75,,2.7,1.48,32.5,47.14,25.48,391.67,390.46,402.85,6.95,3.96,14.4,0.8,3.27,Bug'doy
NTXM-189,0-20 sm,Loy,8.02,1.85,3.63,1.46,24.44,33.95,20.2,354.55,308.98,384.35,6.97,3.94,5.54,0.73,3.23,Bug'doy
TSPD-2038,0-20 sm,Loy,8.52,1.42,1.62,1.31,33.37,62.77,31.68,426.3,388.49,430.65,10.03,3.97,8.5,1.12,1.5,Bug'doy
Karta-149,0-20 sm,Loy,7.15,0.88,4.69,1.4,16.26,52.95,28.29,412.43,375.64,449.68,9.4,3.92,13.4,0.84,4.68,Bug'doy
NTTM-151,0-20 sm,Loy,8.15,1.8,4.03,1.63,22.06,25.68,14.17,344.98,319.92,406.97,6.84,3.95,8.97,0.89,1.47,Bug'doy
NMNX-10062,0-20 sm,Loy,8.36,1.72,4.76,1.64,39.45,17.08,14.48,330.41,309.45,449.07,11.93,3.99,5.47,1.05,3.18,Bug'doy
NTTM-152,0-20 sm,Loy,7.38,0.97,3.39,1.51,38.93,51.7,29.61,397.88,356.79,415.37,7.46,3.93,7.06,0.45,4.82,Bug'doy
NMNX-1266,0-20 sm,Loy,8.17,1.75,1.47,1.3,20.33,47.04,27.22,426.73,383.31,453.42,11.06,3.97,14.14,0.69,2.14,Bug'doy
NTXM-180,0-20 sm,Loy,6.93,1.33,2.67,1.52,26.85,54.74,30.07,384.59,390.07,452.42,10.75,3.97,3.63,1.03,1.36,Bug'doy
NMNX-172,0-20 sm,Loy,8.34,1.86,4.12,1.64,19.91,12.49,10.34,314.69,304.34,377.69,8.29,3.99,10.55,0.64,2.56,Bug'doy
NTXM-181,0-20 sm,Loy,6.83,1.96,2.03,1.41,34.28,50.56,28.09,373.28,339.74,386.71,9.24,4,14.26,0.77,1.14,Bug'doy
NMNX-9209,0-20 sm,Loy,7.48,1.14,1.74,1.43,25.6,43.8,26.25,381.15,340.46,431.84,8.15,3.96,3.79,1.17,3.45,Bug'doy
NMNX-9330,0-20 sm,Loy,7.8,0.49,1.86,1.6,21.56,31.89,18.65,379.26,380.51,410.21,11.43,3.95,7.6,0.47,3.93,Bug'doy
NTXM-181,0-20 sm,Loy,7.08,1.21,4.07,1.38,36.96,41.27,21.86,356.9,331.61,441.86,7.01,3.95,5.04,0.79,4.53,Bug'doy
NMNX-173,0-20 sm,Loy,8.8,1.19,4.34,1.6,26.6,17.12,14.45,309.02,288.14,426.22,11.21,3.98,,0.54,4.07,Bug'doy
NMNX-9210,0-20 sm,Loy,7.6,2.62,3.08,1.41,18.23,27.9,16.78,367.06,359,470.64,11.82,3.99,4.48,1.05,1.99,Bug'doy
NTXM-183,0-20 sm,Loy,6.94,,3.45,1.53,29.45,46.72,26.74,413.72,390.87,408.81,10.45,3.99,7.59,0.97,4.95,Bug'doy
NTTM-144,0-20 sm,Loy,7.84,0.47,4.84,1.64,27.59,17.28,12.6,345.9,330.77,443.72,8.95,3.96,14.12,1.11,1.97,Bug'doy
NMNX-9211,0-20 sm,Loy,7.35,1.59,3.94,1.48,38.42,35.65,22.03,339.78,330.99,440.09,10.2,3.95,9.62,1.02,1.45,Bug'doy
NMNX-9332,0-20 sm,Loy,6.91,1.59,4.3,1.39,30.52,55.61,29.71,420.7,390.26,425.75,8.7,3.98,7.78,1.07,3.55,Bug'doy
NTXM-184,0-20 sm,Loy,6.11,0.79,4.4,1.41,35.37,47.74,28.13,364.56,351.92,423.15,9.45,3.99,4.78,0.97,4.28,Bug'doy
NTTM-145,0-20 sm,Loy,8.25,0.7,3.85,1.6,16.76,18.3,13.81,310.34,284.43,419.77,8.4,3.93,9.8,0.68,3.34,Bug'doy
NMNX-9333,0-20 sm,Loy,8.99,0.39,4.94,1.65,16.59,13.27,10.69,329.19,289.53,405.86,12.3,3.97,10.02,0.98,4.07,Bug'doy
NTXM-184,0-20 sm,Loy,8.14,0.47,1.1,1.49,29.45,27.33,18.99,357.4,367.84,460.33,8.65,4,7.16,0.87,1.51,Bug'doy
NTXM-185,0-20 sm,Loy,8.75,1.58,3.85,1.62,27.1,15.26,11.98,342.53,336.52,454.54,11.91,3.95,10.27,0.48,3.89,Bug'doy
NMNT-177,0-20 sm,Loy,7.01,0.66,3.24,1.57,34.59,22.69,14.72,326.38,297.22,364.27,10.48,3.98,6.86,0.78,2.43,Bug'doy
NMNX-9213,0-20 sm,Loy,6.91,1.68,2.03,1.42,22.52,59.37,30.8,466.6,416.1,,10.43,3.96,10.35,1.2,2.93,Bug'doy
NTXM-185,0-20 sm,Loy,8.28,0.67,4.48,1.48,25.87,25.79,14.6,324.24,331.47,362.48,9.28,3.93,6.18,0.89,1.08,Bug'doy
NMNT-178,0-20 sm,Loy,6.57,1.42,2.72,1.59,17.78,30.27,17.89,338.4,305.45,429.18,8.9,3.97,7.6,0.78,4.13,Bug'doy
NTTM-147,0-20 sm,Loy,8.66,1.45,4.34,1.59,24.91,20.63,13.04,334.18,311.34,401.26,11.96,3.97,,0.91,2.46,Bug'doy
NMNX-9214,0-20 sm,Loy,6.67,2.15,3.6,1.55,19.85,34.27,18.26,355.72,327.79,,11.21,3.95,14.24,1.08,1.54,Bug'doy
NMNX-9335,0-20 sm,Loy,8.83,1.9,4.1,1.4,35.99,36.84,19.56,378.6,365.62,444.87,10.19,3.98,3.72,0.95,3.25,Bug'doy
NTXM-186,0-20 sm,Loy,6.65,1.22,2.29,1.41,38.92,58.55,33.12,460.07,428.71,414.92,12.06,3.94,6.33,0.79,0.94,Bug'doy
NMNX-178,0-20 sm,Loy,6.87,2.22,2.98,1.36,31.78,38.32,24.8,372.05,331.25,404.6,8.84,3.93,9.35,,1.74,Bug'doy
NTXM-187,0-20 sm,Loy,7.55,1.55,4.02,1.52,38.11,38.55,23.06,336.2,304.27,414.02,12.49,3.94,14.52,,1.57,Bug'doy
NMNT-179,0-20 sm,Loy,7.65,2.12,4.63,1.4,34.56,29.53,19.67,341.1,335.86,382.1,7.31,3.94,,0.98,2.46,Bug'doy
