Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
NMNX-7395,0-20 sm,Loy,23.8461135596804,16.8400924781604,6.15724484828124,0.395375846583722,38.02,16.4285706510776,264.68846807522,,335.64,39.4,1.58,8.41,3.84,9.31,0.79,58057230.14,Bug'doy
NMNX-166,0-20 sm,Loy,22.1499148515275,21.5454134718978,6.84376536027049,0.518192804413808,46.88,21.7843291604572,247.417113984219,,330.83,63.07,1.22,3.4,4.09,9.55,1,,Bug'doy
NTTM-136,0-20 sm,Loy,39.7198307381804,16.6214497678003,6.96596844949676,0.363088855415636,45.22,23.2771756828019,233.760310612467,,346.15,62.63,1.23,5.82,3.82,10.16,1.02,1457133589.92,Bug'doy
NTXM-175,0-20 sm,Loy,28.6961306576449,15.5268597220602,6.29595204683954,0.498561943142033,60.45,27.9024491602447,154.325648210155,,393.87,35.88,1.14,8.98,3.31,8.14,0.42,151929609.45,Bug'doy
NTTM-137,0-20 sm,Loy,25.2880861920206,26.2788263620941,6.11739648097591,0.380320403332216,17.92,18.013564435004,275.614127588554,,317.14,59.91,0.96,12.31,2.92,,0.65,622036014.39,Bug'doy
NMNX-7276,0-20 sm,Loy,22.5371647273608,18.3903108612364,6.0462989115838,0.308824005204438,40.73,18.5292127046127,227.592478296374,,320.83,54.6,2.36,6.12,3.55,6.99,0.72,129432315.74,Bug'doy
NTXM-176,0-20 sm,Loy,25.421454154681,26.5094499267148,6.93940318764233,0.451706909241306,22.45,23.3016636404075,236.114936526169,,340.37,59.58,1.44,3.05,0.79,11.4,0.66,66555980.47,Bug'doy
NTXM-177,0-20 sm,Loy,33.0502834964545,25.3746815855399,6.00660442618199,0.239286083351474,57.2,19.3163583538479,168.839219765971,,404.78,66.44,2,5.08,3.66,8.93,1.06,1248347814.92,Bug'doy
NMNX-7398,0-20 sm,Loy,34.2792007481377,23.6281563854819,7.18954466977879,0.558769918989903,45.26,25.7602219588189,239.918199758151,,345.99,73.18,0.83,7.62,2.57,12.44,1.16,796321337.95,Bug'doy
NTTM-139,0-20 sm,Loy,22.3512607032455,20.9995440435724,7.21017301897272,0.55941053178175,23.03,19.0424055711048,247.274868141776,,298.98,65.94,0.77,12.8,1.52,7.24,1.08,74179402.33,Bug'doy
NMNX-7399,0-20 sm,Loy,37.3395061232487,17.9171308577475,6.64213480748159,0.412639123354686,19.99,20.7839906189363,216.683567330259,,343.11,56.87,1.23,10.39,1.06,9.46,1.06,1290149735.92,Bug'doy
NTXM-179,0-20 sm,Loy,34.5681503162851,24.2796618030624,6.166587516512,0.478512435642934,58.13,16.4955720339787,227.296059829048,,331.5,48.86,2.36,8.52,2.53,11.21,1.01,1632155547.18,Bug'doy
NMNT-171,0-20 sm,Loy,27.9572750966234,19.1034469918498,6.36050958196979,0.445911711354827,37.52,20.4274851669962,179.274840875097,,349.12,69.67,0.31,4.29,0.88,10.28,0.9,327514902.28,Bug'doy
NTTM-140,0-20 sm,Loy,20.5471176884063,21.7122050809128,7.42697996134798,0.399749667770223,32.52,23.6872602105922,295.08256677496,,362.64,55.78,0.82,4.01,1.33,8.15,0.91,36407435.25,Bug'doy
NMNX-7400,0-20 sm,Loy,22.159179250142,22.2781396831997,7.34258052301599,0.479451318795767,56.24,20.8150417649461,186.992346136802,,383.1,50,2.09,10.61,,8.14,1.14,45423935.88,Bug'doy
NTXM-179,0-20 sm,Loy,26.6326863827139,19.659886779531,6.39554651128458,0.267150928291654,41.07,26.3297467290103,162.54284523912,,360.35,35.02,1.16,7.73,0.94,11.41,0.4,1222720612.77,Bug'doy
TSPD-2028,0-20 sm,Loy,27.9182204867363,22.9766668529445,7.30387405782733,0.517011642548861,56.25,19.1687063154,251.979319303032,,342.89,50.55,1.79,14.2,1.54,8.34,0.55,621044524.41,Bug'doy
Karta-139,0-20 sm,Loy,27.3434640023683,26.365780789929,7.46280254053706,0.339904249307743,12.47,17.683812669437,235.112855143396,,272.36,60.48,0.96,10.75,2.04,7.74,0.99,666165712.92,Bug'doy
NTTM-141,0-20 sm,Loy,21.6949580987144,15.3292287697915,7.37040492455611,0.440476389126731,28.51,15.6933887871805,294.181539854518,,311.04,61.03,2.05,12.31,1.2,6.45,0.82,,Bug'doy
NMNX-7521,0-20 sm,Loy,33.4062577994407,17.8840389651496,6.2941159711926,0.43432736983173,32.47,20.2306027252707,288.099106512057,,302.22,56.39,,5.18,1.69,9.93,1.14,369364823.59,Bug'doy
NMNX-7642,0-20 sm,Loy,39.708878634246,27.1655913438864,6.0322324377029,0.514511861596233,20.97,22.2512425389912,234.762027640205,,359.27,60.13,0.89,5.39,2.18,8.3,0.59,45374497.69,Bug'doy
TSPD-2029,0-20 sm,Loy,39.4714569817291,21.2821981206227,6.53890761783347,0.434325225922942,24.89,16.7703438072045,253.912588082427,,310.78,66.04,1.53,13.16,2.19,8.61,0.91,496138954.26,Bug'doy
NMNX-7763,0-20 sm,Loy,22.8584966179312,24.206995937238,6.64114540787493,0.527846298298828,29.41,19.5493332559447,239.020475468927,,305.48,43.71,1.01,12.76,,9.57,0.91,971748448.41,Bug'doy
Karta-141,0-20 sm,Loy,38.50767856616,16.2045830676096,7.23350511120453,0.344318957552473,25.76,22.3033455415086,287.169330547385,,308.4,61.83,1.59,10.61,1.23,7.25,1.07,,Bug'doy
NMNX-8005,0-20 sm,Loy,37.4789655667788,21.4765652019898,7.08854717034013,0.217989324593628,43.37,26.0406805870148,214.794730293824,,352.8,56.37,1.8,12.94,1.75,9.94,1.15,1222317269.32,Bug'doy
NMNX-8126,0-20 sm,Loy,31.4462220163746,19.0577986728327,7.15092689535527,0.352162937759246,29.42,16.7519817383,230.632523974296,,368.27,58.68,0.45,10.31,1.44,9.2,1.03,576782361.8,Bug'doy
NTXM-182,0-20 sm,Loy,39.2697423661114,16.4408800462965,6.93997814742256,0.213698383179873,16.21,19.2690178429146,213.052729731014,,368.02,55.55,1.89,4.71,2.38,8.21,0.99,501024971.74,Bug'doy
TSPD-2031,0-20 sm,Loy,24.0517392713699,21.6829951580508,6.5642228391678,0.524630522928724,12.33,20.4107128698865,230.336547922951,,295.16,54.68,0.39,11.3,,10.84,1.24,467224713.39,Bug'doy
Karta-142,0-20 sm,Loy,35.5737731995129,20.0313717463081,6.7893647785561,0.321491670020173,29.38,20.5039771012554,203.424260606228,,347.29,68.67,1.26,9.96,0.96,8.61,0.98,111488139.73,Bug'doy
NTTM-144,0-20 sm,Loy,36.1978442293571,21.3140526012997,7.19774532460471,0.390436402376839,33.05,21.7349450793655,180.027762793522,,367.01,50.3,0.9,14.67,1.46,,0.62,599327705.41,Bug'doy
NTXM-183,0-20 sm,Loy,31.2321552448103,24.9153886758447,7.48061463702051,0.477475073333995,42.23,18.931659059937,213.225290935402,,377.04,64.71,1.98,11.46,1.79,8.82,0.61,49477989.85,Bug'doy
NTTM-145,0-20 sm,Loy,34.5668126051941,27.9758451092797,7.30840637204286,0.210658410739414,43.15,23.7164944745863,275.412314617313,,349.23,59.81,1.42,13.22,0.97,9.99,1.2,171500856.01,Bug'doy
NMNX-1259,0-20 sm,Loy,28.2478418977654,15.8282288660788,6.55793770301079,0.55320433688784,54.53,20.3484052791308,240.509692824856,,372.2,54.36,1.94,3.74,2.35,9.39,0.35,78814448.54,Bug'doy
NMNX-164,0-20 sm,Loy,31.2594515725075,24.3565662934551,7.48743912257485,0.460962919479744,18.91,25.4428395807555,256.046541076094,,260.48,58.49,0.29,14.03,2.13,9.47,0.42,1742902274.81,Bug'doy
NTXM-173,0-20 sm,Loy,32.005274571995,18.2265878706351,7.46973066990181,0.588957576230129,25.33,24.9271105389314,246.824893334672,,311.69,51.77,1.34,10.26,2,7.79,1.1,163089057.32,Bug'doy
NMNT-166,0-20 sm,Loy,27.1629886843426,26.2353989895723,6.20908992621472,0.458466804948477,34.03,16.7317679510671,212.12520807686,,362.96,58.06,0.44,9.58,0.63,13.71,0.96,1384245215.45,Bug'doy
NTTM-135,0-20 sm,Loy,33.9132205772591,23.2199254702825,6.55743162360762,0.264686521273841,27.74,29.4627529553667,169.798499864975,,303.05,,1.03,7.28,1.92,9.31,1.19,796112562.38,Bug'doy
NMNX-7515,0-20 sm,Loy,33.5462203770289,16.3831840856397,7.10859720568259,0.398705458999461,50,20.8860719448356,251.06506364814,,365.66,50.06,1.76,14.99,3.29,7.93,1,231386087.81,Bug'doy
NMNT-167,0-20 sm,Loy,24.4511869827293,20.2689612059119,6.95894676407093,0.220618083379302,46.98,16.9175184248074,179.037146479082,,348.05,50.15,1.77,8.71,1.62,11.06,1.07,175100693.59,Bug'doy
NMNX-7637,0-20 sm,Loy,22.2224680825305,29.7188799477758,7.12707691069328,0.427858326085534,22.41,17.5291908004966,221.718391846029,,327.47,56.09,0.97,9.57,1.69,5.7,,786305588.03,Bug'doy
NTXM-175,0-20 sm,Loy,31.2081434454683,25.7170687269412,6.2473988220274,0.206145428213589,36.3,28.7255513415356,224.391069759869,,348.21,68.95,0.65,13.72,2.41,6.66,0.88,40615738.4,Bug'doy
NMNX-167,0-20 sm,Loy,34.9664265152577,18.8326335895973,6.21678324934557,0.239734436506497,33.9,16.3802945874332,287.018413539117,,328.33,,1.64,8.2,1.76,7.09,0.76,213846354.34,Bug'doy
NTXM-176,0-20 sm,Loy,21.5877814709719,16.0735979099652,6.57921782941465,0.210932095157212,59.39,27.8761329795985,186.276791352314,,386.11,46.26,1.13,4.66,2.95,8.9,0.5,532404007.91,Bug'doy
NMNX-7517,0-20 sm,Loy,26.608816656776,23.3378158760772,6.5680476665089,0.228656186191834,39.48,21.6416472639936,256.129987216599,,371.26,53.1,1.53,6.27,1.95,10.11,0.99,1425798057.71,Bug'doy
NTXM-176,0-20 sm,Loy,36.9661357294201,22.8840871041129,6.96045772574128,0.266988678812413,69.55,24.9695584962815,229.612937637326,,406.6,41.01,1.85,6.88,1.26,8.29,0.96,726632726.44,Bug'doy
NMNX-168,0-20 sm,Loy,29.2058678416682,21.0681219749178,7.46476012486178,0.204594133878216,40.05,28.8759231481007,186.39489545357,,365.28,51.59,0.84,13.41,0.92,9.78,0.78,1674097659.03,Bug'doy
NTXM-177,0-20 sm,Loy,27.5111752063453,28.1995506267291,6.56388105024836,0.446642864151699,46.2,24.8283439687967,261.30453078599,,325.2,51.11,1.8,12.31,1.38,9.66,0.85,1420639435.15,Bug'doy
NMNX-7518,0-20 sm,Loy,36.3914511188064,22.5888178721108,6.83251606242948,0.359469855094637,29.61,18.5431200217653,290.0160370316,,323.98,53.8,,3.96,2.61,9.41,1.04,414656155.88,Bug'doy
NMNX-7639,0-20 sm,Loy,31.4827865696927,18.9159099132116,6.63084083219055,0.515008489453324,19.66,25.9001314334099,151.789764568448,,343.76,57.2,1.41,7.89,2.08,10.38,1.18,1748213192.65,Bug'doy
NTXM-177,0-20 sm,Loy,30.2893399177732,21.4975438173647,7.22168713539848,0.390637167049636,29.89,19.8170884869016,204.481157809581,,363.31,54.72,0,3.52,,10.92,0.8,,Bug'doy
NMNX-169,0-20 sm,Loy,25.4395813679622,15.4268946852888,6.50052635173566,0.310293939729428,38.89,28.0387875679282,186.878124773989,,361.07,67.42,1.2,5.36,1.43,10.96,0.83,231903685.78,Bug'doy
NMNT-170,0-20 sm,Loy,24.5803690001843,20.6631012814554,7.18540282064707,0.568670642170485,70.42,24.9402754403967,297.141313161704,,394.38,49.6,2.88,13.24,0.95,9.19,0.8,,Bug'doy
NMNX-7519,0-20 sm,Loy,29.9151212241186,29.1863806440586,6.99024371983748,0.270669490953114,55.46,24.6789883071624,289.418149388699,,357.13,43.25,2.57,10.65,1.69,12.01,0.92,193379778.3,Bug'doy
NMNX-7640,0-20 sm,Loy,24.4825413645396,26.9572394430465,6.34245525847246,0.490791566325741,35.25,16.3365050651094,179.181471072788,,344.13,68.21,1.47,13.75,1.42,10.53,0.61,62579808.76,Bug'doy
NMNX-170,0-20 sm,Loy,23.1484731128953,25.4735143386243,6.65496866323157,0.471795526801846,20.63,22.3000109309215,269.608284541975,,295.74,60.68,0.17,3.4,1.02,8.05,0.51,304251188.63,Bug'doy
NTXM-179,0-20 sm,Loy,26.5568286422175,22.4029142453504,7.07799793781298,0.286243500570841,21.52,19.3803830315217,168.317467539691,,289.33,51.24,1.13,14.47,1.86,8.48,1.19,176822207.1,Bug'doy
NMNX-7641,0-20 sm,Loy,38.7780690056931,20.2452913144524,6.32981557494365,0.494873547994336,55.33,24.2894338968235,199.931705401179,,396.71,35.02,1.57,10.77,0.98,,1.14,1300681468.6,Bug'doy
NTXM-179,0-20 sm,Loy,38.9381462776792,25.8843919452923,6.87320473585645,0.2786962390028,22.6,15.3553284243816,273.856880317029,,319.96,60.64,0.54,10.71,1.45,10.6,0.64,403754113.58,Bug'doy
NMNX-171,0-20 sm,Loy,34.6343385266615,29.4196392778494,6.46745529006711,0.33831053342595,40.87,29.893726915165,165.047967284557,,355.69,70.88,1.78,7.32,2.73,11.19,0.81,1818933376.73,Bug'doy
NMNT-172,0-20 sm,Loy,34.1384085330428,20.2856932301433,6.79701639452521,0.266145942609409,59.71,21.2776933426169,280.534837675926,,376.76,77.4,2.04,3.99,,7.61,1.26,1624508832.02,Bug'doy
NTTM-141,0-20 sm,Loy,29.3453693313148,27.0038296161831,6.42106098434677,0.354057564235064,28.47,24.2618106288159,247.135154136552,,342.36,56.19,0.93,12.56,,9.27,0.67,371814306.33,Bug'doy
NMNX-7642,0-20 sm,Loy,36.2328590331325,26.6180361544407,7.06282590773056,0.266418391348067,17.7,15.2810642341575,270.376282327042,,319.88,58.89,1.45,4.07,,9.49,0.93,541038444.62,Bug'doy
TSPD-2029,0-20 sm,Loy,38.312611599947,21.6713202475003,6.18090877283255,0.269536441829437,43.5,26.9343206642836,159.488400419611,,322.05,67.97,0.97,8.3,,9.72,0.97,37131292.27,Bug'doy
Karta-140,0-20 sm,Loy,20.9291242017648,20.6777247047356,7.22085688245942,0.261899045740433,49.7,25.311924286651,203.15479112866,,386.51,41.31,1.47,4.19,,10.47,0.71,1178283880.79,Bug'doy
NTTM-142,0-20 sm,Loy,25.1382318441025,21.3870397916982,7.24834958810725,0.413256825261906,17.68,21.6786400521202,183.620760680998,,322.82,46.73,0.71,14.29,,11.22,0.86,1527356412.76,Bug'doy
NMNX-7763,0-20 sm,Loy,24.6994096133373,15.8138623483343,6.12888228987493,0.264781060050122,25.98,26.012344679879,153.627646676018,,359.02,58.6,0.85,9.83,,6.32,1.15,853888078.3,Bug'doy
NMNX-7884,0-20 sm,Loy,25.5088575908513,22.281703986589,6.87492911583386,0.499053367350351,19.9,15.7600680008287,151.781852604838,,318.46,61.67,1.07,13.72,,10.71,0.83,511508694.57,Bug'doy
TSPD-2030,0-20 sm,Loy,24.6573976844507,21.0902052246798,6.63233875010947,0.592652227459065,37.87,25.2432095590363,287.37469089435,,297.15,34.88,1.87,9.68,,7.52,0.22,1605423069.06,Bug'doy
NTXM-182,0-20 sm,Loy,33.1055413410185,18.3967511619136,7.25344832329181,0.354839042489576,30.97,27.7171010400794,194.0586789426,,352.31,59.25,0.97,4.21,,7.22,1.26,173602479.85,Bug'doy
Karta-142,0-20 sm,Loy,31.7357851184288,19.8011694654664,7.17217968860491,0.38201244106317,38.1,28.1701685442394,198.214496542867,,355.49,37.17,1.06,4.97,,9.68,0.24,1809522670.21,Bug'doy
NTTM-144,0-20 sm,Loy,35.9753883174476,17.4049539326536,6.3226208031907,0.430650760557045,18.58,16.2209469760619,228.12788318453,,309.37,72.51,1.65,6.48,,11.61,0.83,,Bug'doy
NMNX-8247,0-20 sm,Loy,29.4409436972997,16.5267998962808,7.14166421880561,0.310909604038564,14.31,29.8023761568832,173.879180450124,,321,60.33,,13.65,,8.25,0.9,1488465484.26,Bug'doy
Karta-143,0-20 sm,Loy,35.2886013525831,21.5808751956431,7.12535381154083,0.329839819478204,52.51,20.4089656120259,236.029846945896,,349.9,66.21,2.3,13.21,,10.56,,296931319.39,Bug'doy
NTXM-184,0-20 sm,Loy,36.6899932613661,18.6910192434672,7.08745532924773,0.316472786663213,45.8,18.6295929798251,245.100041152438,,384.88,,1.59,12.08,,10.8,0.92,769910389.84,Bug'doy
TSPD-2033,0-20 sm,Loy,22.2128083495671,26.2297683519543,7.44027885994085,0.418656126898687,12.68,20.3657359881715,276.578325310387,,295.65,56.02,1.12,6.33,,12.29,1.18,497218252.01,Bug'doy
Karta-144,0-20 sm,Loy,24.1667080698521,20.8427496847509,6.21542148518485,0.284851244751272,25.62,18.6060876966283,201.371543840214,,316.55,58.35,0.67,8.63,,8.4,0.7,1653948507.66,Bug'doy
NTTM-146,0-20 sm,Loy,22.4658173395124,26.2500368777503,6.38673780214488,0.503660056874021,58.95,17.8317953059916,219.025289732235,,342.72,47.14,1.6,6.6,,7.32,1.12,1731612006.41,Bug'doy
NMNX-165,0-20 sm,Loy,36.7223464265834,22.2575153894792,6.21097463427606,0.370575057315007,13.47,21.6239601325111,195.276481551854,,318.44,64.45,,12.01,,10.1,0.91,63249529.66,Bug'doy
NTXM-174,0-20 sm,Loy,30.280540155312,22.9438632284112,6.59820195057756,0.312245020840227,29.98,24.9185695332486,196.889607980845,,334.32,57.3,1.6,11.28,,7.84,0.8,1493291917.51,Bug'doy
NMNX-166,0-20 sm,Loy,21.7656042786445,24.3932429910437,7.08765351435221,0.414695325140837,34.93,15.4278353081329,166.228399387831,,316.32,63.51,0.69,4.84,,8.07,1.15,118962878.12,Bug'doy
NTXM-176,0-20 sm,Loy,26.9368341169543,29.2552747474369,6.0719944328732,0.365703271891307,50.19,20.2852890525827,192.813147720736,,376.74,428.32,1.48,13.17,,8.35,1.07,498272323.54,Bug'doy
NMNX-7758,0-20 sm,Loy,32.780433026926,17.4092381148384,6.15505480463592,0.304783050228124,44.18,27.1474186643315,243.632486723801,,325.81,435.49,2.19,12.3,,9.23,1.08,1777392336.36,Bug'doy
NTXM-176,0-20 sm,Loy,35.808032200329,19.550747400687,7.19841544601797,0.465411475450209,33.45,15.7227222377341,176.453716009578,,358.21,382.8,,14.55,,7.7,0.76,869559198.44,Bug'doy
NMNX-168,0-20 sm,Loy,24.4970763745309,16.9388671470862,6.8791679217823,0.247370993836876,22.64,17.6630247663858,270.420751670585,,314.11,444.96,1.08,11.72,,9.23,1.03,523853649.95,Bug'doy
NMNX-7759,0-20 sm,Loy,22.2579313555661,25.515605488706,6.24493744630292,0.528519125633176,59.67,26.3170972030582,274.774057152214,,431.7,419.22,2.31,6.69,,7.59,1.06,698710997.96,Bug'doy
NMNX-7880,0-20 sm,Loy,34.1659925442774,21.6038219416054,6.7067416402925,0.260674622846389,18.28,26.2434795633423,291.874582447099,,326.47,398.41,1.41,12.21,,7.76,1.24,1148569637.71,Bug'doy
NTTM-139,0-20 sm,Loy,25.705490428163,22.3951822924715,6.12193024499235,0.446177792095936,31.86,17.3736333327269,154.257613982038,1.41,326.84,398.38,1.82,4.26,,10.33,0.78,634019426.34,Bug'doy
NMNX-7760,0-20 sm,Loy,32.4864769081212,26.0597672932483,6.10368969300215,0.281234092271791,42.12,28.5672612740407,260.920409792688,1.32,336.48,477.77,1.78,8.25,,8.67,0.96,179010817.6,Bug'doy
NTXM-178,0-20 sm,Loy,,,6.502985292000001,,39.72,42,43,,329.38,423.44,1.54,5.1,0.40,8.75,0.85,328855247.76,Makkajo'xori
NMNX-134,0-30,Qum,,1.27,7.038096361,1.19,20.61,58,41,0.49,315.52,434.22,0.46,13.69,0.41,12.29,0.95,602592063.77,Makkajo'xori
NTXM-143,0-20 sm,Qum,42.05,,7.840207144,1.5,30.5,55,44,0.87,315.96,442.19,0.91,5.16,0.46,8.74,1.33,1231543924.17,Makkajo'xori
NTTM-104,0-30,Qum,39.76,1.33,,0.61,14.96,35,40,0.9,287.11,415.93,1.5,,0.50,9.79,0.77,1801341413.28,Makkajo'xori
,20-40 sm,,38.05,,7.628472891,1.45,19.51,42,42,1.55,,388.29,1.11,8.64,0.40,9.15,0.56,194551347.08,Makkajo'xori
NMNX-134,0-30,Qumoq,39.64,,7.073453503,1.46,54.2,,42,1.45,402.22,416.8,,6.31,0.42,9.51,1.11,293007394.13,Makkajo'xori
NTXM-144,0-20 sm,,,,5.70080568,3.42,64.99,55,38,0.57,424.27,410.2,,8.68,0.46,10.84,1.04,826021811.5,Makkajo'xori
NMNT-136,0-30,Qum,34.36,1.33,5.718627177999999,2.62,33.7,53,40,1.23,329.7,448.05,3.25,4.85,0.39,7.74,0.94,646874438.7,Makkajo'xori
NMNX-135,20-40 sm,Gill,26.51,1.52,6.98435366,1.73,53.87,56,36,1.31,367.63,450.71,3.98,8.65,0.45,8.71,1.14,,Makkajo'xori
NTXM-144,0-30,Loy,26.45,1.27,6.94801983,2.23,42.89,50,37,1.16,315.73,433.21,2.91,14.14,0.40,10.29,0.53,1176268541.14,Makkajo'xori
NMNX-136,0-20 sm,Qumoq,36.89,1.26,,1.96,16.86,48,39,1.23,297.46,423.55,1.45,13.19,0.42,11.96,0.9,339112670.33,Makkajo'xori
NTXM-145,20-40 sm,Qum,45.59,1.34,6.2490506560000005,2.47,47.14,38,41,1.11,343.97,431.6,3.53,,0.39,9.2,0.93,892375648.06,Makkajo'xori
,0-30,Gill,33.01,1.48,,2.93,58.44,,39,1.91,386.49,427.27,3.25,9.41,0.41,9.02,1.26,,Makkajo'xori
NTXM-145,20-40 sm,Qumoq,25.6,1.35,5.953933276,2.66,21.26,38,36,1.94,351.72,451.42,1.01,6.88,0.43,7.88,1.14,114666141.88,Makkajo'xori
NMNX-16,0-20 sm,Qumoq,30.24,1.4,5.85393208,4.39,27.38,,40,0.84,317.62,419.17,3.24,10.93,0.13,12.27,0.67,1211754269.09,Makkajo'xori
NMNX-17,20-40 sm,Qumoq,30.61,1.27,,1.81,26.96,45,36,1.23,326.07,388.99,1.85,10.28,0.10,7.97,0.96,92462874.54,Makkajo'xori
NMNX-138,0-20 sm,Qumoq,20.78,,5.070175667,1.2,38.53,40,43,0.5,360.47,409.43,2.55,7.04,0.17,11.49,0.88,1093789586.12,Makkajo'xori
NTXM-147,0-20 sm,Qumoq,28.3,1.34,6.012632591,0.53,28.34,59,41,0.64,322.98,412.32,0.52,14.41,0.12,7.49,,499228432.96,Makkajo'xori
NMNX-139,0-20 sm,Qum,11.71,1.29,6.254028451,2.87,16.68,41,43,0.82,347.88,407.58,3.22,7.54,0.18,10.54,0.63,142207007.48,Makkajo'xori
NTXM-148,0-20 sm,Qumoq,24.11,1.41,7.375482851,0.89,30.19,47,37,0.33,351.32,447.29,2.33,9.36,0.11,13.91,1.08,248213923.18,Makkajo'xori
NTTM-109,0-20 sm,Loy,15.91,1.36,7.778915154,1.12,21.91,53,41,1.12,363.59,440.5,2.12,12.74,0.17,11.52,0.92,2040185720.25,Makkajo'xori
NTXM-148,0-20 sm,Qum,25.6,1.26,6.2865001760000006,1.28,31.6,59,43,,337.67,370.38,0.74,5.02,0.16,10.02,0.37,1988557031.53,Makkajo'xori
NTTM-110,0-20 sm,Yengil qum,21.4,1.25,7.070959995,3.31,39.33,50,41,1.03,,425.58,3.69,11.17,0.10,10.44,1.02,280135284.84,Makkajo'xori
NMNX-261,0-20 sm,Yengil qum,27.83,,6.244841491,3.07,33.44,49,44,2.2,370.67,436.39,3.88,7.13,0.14,11.39,0.54,72704572.33,Makkajo'xori
NMNX-503,0-20 sm,Qumoq,15.41,1.46,6.043304899,1.97,51.16,51,35,2.11,363.32,411.36,0.71,14.15,0.37,8.42,1.11,852118673.41,Makkajo'xori
NMNX-624,0-20 sm,Yengil qum,25.21,1.33,5.824709117,0.69,22.91,57,41,1.05,359.57,471.3,2.03,4.69,0.25,7.47,0.66,73904059.05,Makkajo'xori
Karta-111,0-20 sm,Qumoq,12.37,1.4,6.3573893660000005,0.64,50.66,35,40,1.05,387.71,420.94,3.18,3.71,0.13,12.93,1.15,126013452.6,Makkajo'xori
NTTM-113,0-20 sm,Qumoq,15.63,,6.364134967999999,2.03,60.07,37,39,2.32,373.75,416.28,3.97,11.03,0.44,12.64,0.76,261845601.31,Makkajo'xori
NMNX-866,0-20 sm,Yengil qum,17.19,,5.01450727,3.31,34.85,53,38,2.02,302.44,467.07,1.99,,0.53,8.43,0.6,,Makkajo'xori
NTXM-152,0-20 sm,Yengil qum,17.92,1.24,6.149410611,1.74,31.54,54,44,0.81,325.25,359.57,3.52,5.58,0.51,11.72,1,153158299.48,Makkajo'xori
NTXM-153,0-20 sm,Qumoq,25.84,1.36,5.950660556,2.94,62.65,,42,0.71,400.9,417.5,1.42,9.83,0.49,10.9,0.81,,Makkajo'xori
Karta-113,0-20 sm,Qumoq,13.58,,5.960370061,3.67,48.85,57,35,1.12,379.63,389.51,3.85,6.5,0.40,9.11,1.12,294897458.74,Makkajo'xori
NTXM-143,0-20 sm,Yengil qum,21.21,1.44,5.561398642,1.52,20.39,39,36,1.34,350.21,376.04,3.98,7.08,0.71,11.93,0.69,659074706.41,Makkajo'xori
NTXM-144,0-20 sm,Yengil qum,29.69,1.51,7.416245107000001,0.94,38.02,43,44,1.23,324.25,456.91,2.83,13.08,0.89,8.71,0.99,1159712230.78,Makkajo'xori
NMNX-376,0-20 sm,Yengil qum,18.84,1.25,5.583370042,1.45,35.64,44,41,2.14,331.36,428.93,2.42,6.3,0.28,8.45,1.19,49608012.11,Makkajo'xori
NTXM-144,0-20 sm,Yengil qum,25.22,1.31,6.430010215,3.34,27.56,42,36,0.54,309.66,,3.49,8.91,0.20,12.11,1.07,321800545.15,Makkajo'xori
NMNX-136,0-20 sm,Yengil qum,17.86,1.28,5.534878156,1.87,32.76,45,43,1.11,319.33,451.56,1.34,3.7,0.14,10.03,0.56,443219983.72,Makkajo'xori
NTXM-145,0-20 sm,Yengil qum,17.86,,6.903985986,1.8,56.79,60,36,0.51,378.45,428.77,2.75,9.87,0.10,8.02,0.23,,Makkajo'xori
NMNX-256,0-20 sm,Qumoq,28.85,1.26,6.271478837999999,1.12,62.14,40,40,1,375.63,446.66,0.72,4.94,0.32,6.7,1.2,531535228.3,Makkajo'xori
NMNX-377,0-20 sm,Yengil qum,15.96,1.29,7.224285503,1.94,42.33,52,45,0.53,353.52,439.79,2.63,3.64,0.16,,,157436585.49,Makkajo'xori
NMNT-138,0-20 sm,Loy,18.9,1.26,6.13428721,0.78,91,35,38,1.84,328.02,468.64,1.45,7.32,0.44,10.77,0.65,1143842341.75,Makkajo'xori
