Namuna,Qatlam (sm),Mexanik tarkib,DNS (%),Tuproq zichligi (g/cm³),pH,EC (mS/cm),N (mg/kg),P (mg/kg),K (mg/kg),Gumus (%),Mg (mg/kg),S (mg/kg),Zn (mg/kg),Mn (mg/kg),B (mg/kg),Fe (mg/kg),Cu (mg/kg),Mikroorganizmlar(CFU/g),Ekin
NMNX-4979,0-20 sm,Loy,33.4131981717743,1.58887000000002,7.39380739107562,0.47641451551474,55.65,16.1080844242304,259.439540978632,1.32,397.14,23.45,1,8.76,1.24,2.093,0.85,317489355.38,Bug'doy
NTXM-168,0-20 sm,Gill,22.2770747503061,1.58978000000002,6.12208844262466,0.269579992255406,19.04,20.3630506936164,251.611443495413,0.58,353.55,25.06,0.6,7.44,4.55,3.864,0.87,1459266751.16,Bug'doy
NTXM-169,0-20 sm,Loy,39.3070015131264,1.59069000000002,6.91550354177718,0.285122124137889,19.3,18.4170305877192,221.268394410041,2.25,385.73,25.81,0.85,9.37,4.42,0.843,1.16,1430597860.98,Bug'doy
NMNX-4859,0-20 sm,Gill,39.5814729858176,1.59160000000002,6.24913437506767,0.289709411751548,32.56,24.6712563551145,197.857019670595,0.57,335.3,28.86,2.13,7.46,4.22,1.418,1.12,2646356486.36,Bug'doy
Karta-129,0-20 sm,Loy,26.5064196787017,1.59251000000002,7.20461695140985,0.504906195167635,13.17,25.2499959845511,186.884504986047,1.61,308.62,,0.84,8.41,2.58,1.503,1.05,2181370123.54,Bug'doy
NMNX-5101,0-20 sm,Gill,24.145983281551,1.59342000000002,6.63213727199868,0.412329587105915,10.89,18.8728678955636,240.785431098285,2.53,318.8,,0.87,8.18,3.47,1.09,1.06,2679794334.9,Bug'doy
Karta-130,0-20 sm,Loy,20.4417565074823,1.59433000000002,7.31754450556515,0.419580221820102,30.86,19.3870345946907,273.097828630248,0.62,334.26,23.12,1.18,7.77,4.08,3.239,1.17,298464948.91,Bug'doy
NTTM-132,0-20 sm,Gill,22.9096639811326,1.59524000000002,6.31842814039329,0.583261321395177,32.23,21.0957301343288,278.439585842603,1.49,349.29,23.76,0.77,9.49,1.57,1.24,1.09,2113406735.7,Bug'doy
TSPD-2020,0-20 sm,Loy,39.2719120910683,1.59615000000002,7.24728068863575,0.440539656374766,43.52,26.2975066018571,214.695726096664,0.69,353.41,23.71,1.01,9.65,4.88,,0.62,1921595385.54,Bug'doy
NMNX-5706,0-20 sm,Gill,33.4352944236272,1.59706000000002,7.38273359139141,0.514118563546089,19.86,17.6087689492472,167.778267032721,0.82,310.98,19.88,0.76,9.12,2.14,2.00633333333333,0.35,,Bug'doy
NTXM-172,0-20 sm,Loy,25.6870942488376,1.59797000000002,6.84012588996785,0.525491555673768,43.75,19.0615141469477,188.501856348922,2.05,360.57,27.18,1.48,9.9,3.63,2.08133333333333,,2614884090.47,Bug'doy
Karta-132,0-20 sm,Gill,35.1922815596969,1.59888000000002,6.95826982475288,0.389331341923772,49.12,27.7927593470176,195.323148900945,1.34,403.03,15.72,1.53,9.12,1.01,2.15633333333333,1.24,596878802.6,Bug'doy
TSPD-2022,0-20 sm,Loy,24.6300286824066,1.59979000000002,6.28321299163869,0.469033939710719,36.6,21.6097594278964,294.580310354276,0.71,334.39,19.97,1.19,8.67,2.73,,0.79,236700710.87,Bug'doy
NMNX-154,0-20 sm,Gill,30.5684135503441,1.60070000000002,6.5534343825362,0.487092458812975,31.46,18.3505084867995,256.642461185322,1.77,342.4,27.75,0.39,6.84,1.79,2.23133333333333,0.67,,Bug'doy
NTXM-163,0-20 sm,Loy,26.9075047814829,1.60161000000002,7.07555762299906,0.593706975649751,24.53,15.0938567039842,188.575194981202,2.08,273.94,13.96,1.64,9.06,4.03,2.30633333333333,1.44,302272677.41,Bug'doy
NMNX-155,0-20 sm,Gill,39.8581030988975,1.60252000000002,6.8907683171219,0.256600617667143,19.13,25.9090031747395,209.256016117019,1.12,288.87,15.14,0.97,7.99,0.95,2.38133333333333,1.12,717797703.4,Bug'doy
NTXM-164,0-20 sm,Loy,34.7894763040532,1.60343000000002,6.87902214907798,0.476257230877795,60.17,18.8858733906004,211.444376341858,,,12.93,0.91,8.89,1.75,,0.85,620914934.73,Bug'doy
NMNT-156,0-20 sm,Gill,37.8231476491695,1.60434000000002,6.01340648843562,0.53686571102634,19.19,28.28499529275,239.355937615102,1.84,260.51,11,2.29,7.47,2.33,2.45633333333333,1.07,427302346.21,Bug'doy
NTTM-125,0-20 sm,Loy,29.0428594236156,1.60525000000002,6.60694656251592,0.443570245689178,35.83,16.4914338311246,167.071992705613,0.18,307.02,29.54,2.47,8.1,1.48,2.53133333333333,0.87,2450213239.09,Bug'doy
NMNX-5095,0-20 sm,Gill,21.6152310590092,1.60616000000002,7.22377336103918,0.375594230089088,16.91,21.142633427125,259.29989288215,3.03,343.09,16.24,1.47,8.73,4.84,2.60633333333333,1.13,622606971.86,Bug'doy
NMNX-5216,0-20 sm,Loy,20.3127465426099,1.60707000000002,6.22035664357008,0.539475816394519,72.51,26.7449600826269,209.906076201271,1.12,401.74,26.33,1.78,6.54,1.42,,0.65,2050647753.92,Bug'doy
NTXM-164,0-20 sm,Gill,20.2360570815047,1.60798000000002,7.37699136706586,0.352349460481941,31.06,29.950841571303,282.881233602151,1.55,334.88,19.71,2,9.83,3.69,2.64867204301075,,884589806.01,Bug'doy
NMNX-156,0-20 sm,Loy,34.3968919736706,1.60889000000002,6.06256580623267,0.462378908491175,11.69,17.7686717318457,154.483412680851,0.98,258.36,21.16,0.23,,3.69,2.70552688172042,0.55,,Bug'doy
NMNT-157,0-20 sm,Gill,28.4725272115784,1.60980000000002,6.431684146416,0.400547566238607,59.58,29.7288329554523,263.695467681224,1.5,414.68,29.89,2.19,8.05,0.58,2.7623817204301,,949842820.37,Bug'doy
NMNX-5218,0-20 sm,Loy,26.3160632326328,1.61071000000002,7.05029280373017,0.467272610065644,27.3,15.3199407669114,277.982331013653,1.04,338,28.79,1.47,8.94,1.73,2.81923655913978,1.09,2297837514.67,Bug'doy
NMNX-158,0-20 sm,Gill,29.082320775385,1.61162000000002,6.7675487145607,0.377181877670198,25.71,24.4540044602747,271.038242414066,1.56,370.68,24.46,0.34,7.17,2.58,2.87609139784946,1.25,238424635.62,Bug'doy
NTXM-167,0-20 sm,Loy,23.1965124532324,1.61253000000002,6.37002300349009,0.385164924638452,53.71,19.5795355546973,211.051277993246,1.15,352.51,28.21,1.28,8.05,2.79,2.93294623655913,0.95,,Bug'doy
NMNT-159,0-20 sm,Gill,27.9295859308981,1.61344000000002,6.68092139732484,0.421616569721664,58.83,16.418592377536,252.704430876687,2.43,386.24,28.39,1.8,8.57,4.45,2.98980107526881,1.19,1916452256.71,Bug'doy
NTTM-128,0-20 sm,Loy,25.1001320679979,1.61435000000002,6.94369089924696,0.411218886603897,21.52,27.434527374159,214.088222862961,1.53,309.19,14.68,0.79,7.53,3.67,3.04665591397849,0.85,728933333.97,Bug'doy
NTXM-168,0-20 sm,Gill,31.3106941223431,1.61526000000002,7.3225972299076,0.210049919227694,23.2,22.2592889879551,286.121628621365,2.41,287.06,22.56,0.58,9.38,1.9,3.10351075268817,0.58,137743879.47,Bug'doy
NTTM-129,0-20 sm,Loy,21.127041185589,1.61617000000002,6.04091394482739,0.22661819671688,26.34,21.3752543909655,299.138701182721,1.77,299.1,24,0.32,,3.5,3.16036559139784,0.19,1657853202.93,Bug'doy
NMNX-5099,0-20 sm,Gill,27.2476545111499,1.61708000000002,7.12004193231094,0.251670249605301,31.72,25.7677828331096,202.196316662785,2.23,333.67,26.64,1.27,7.79,1.51,3.21722043010752,0.41,2029486373.69,Bug'doy
NTTM-130,0-20 sm,Loy,28.4761203506703,1.61799000000002,6.99370899676904,0.373605609744725,20.6,18.254665114996,253.660072651872,0.36,287.63,29.45,0.98,7.8,1.32,3.2740752688172,0.5,236334668.07,Bug'doy
NMNX-5100,0-20 sm,Gill,25.1550962226316,1.61890000000002,6.1389145380104,0.599022553730777,24.07,19.298384524063,204.506908057161,1.19,339.55,22.47,0.96,8.64,0.96,3.33093010752687,0.73,142294921.19,Bug'doy
NMNX-5221,0-20 sm,Loy,23.5520885951606,1.61981000000002,6.45928502569008,0.32568983894954,17.88,20.6427744254475,266.719288318634,2.07,295.2,18.75,,9.53,2.65,3.38778494623655,1.07,422848202.4,Bug'doy
NTXM-169,0-20 sm,Gill,26.9051285516748,1.62072000000002,7.40812523237668,0.441807134864209,20.48,18.6708966469412,187.446413126381,2.02,322.03,14.75,0.61,8.89,1.12,3.44463978494623,0.97,1244055096.35,Bug'doy
NMNX-161,0-20 sm,Loy,31.4957052381718,1.62163000000002,6.01756154594226,0.388686354253481,23.94,21.3625187225487,297.458276924552,1.56,327.27,25.95,0.57,9.1,4.95,,0.63,285855499.51,Bug'doy
NTTM-131,0-20 sm,Gill,28.7679972391339,1.62254000000002,7.18783999303103,0.472294177958643,16.62,25.4740171064997,166.757208402676,2.43,306.27,17.76,1.29,7.14,1.67,3.50149462365591,1.16,,Bug'doy
NMNX-5222,0-20 sm,Loy,23.9980643951811,1.62345000000002,6.55022697635329,0.302157833909924,57.76,22.7681564760585,185.565077729992,0.53,,17.45,2.1,8.17,1.63,3.55834946236558,0.62,,Bug'doy
NTXM-170,0-20 sm,Gill,23.0847074528687,1.62436000000002,6.76384094557088,0.491851819375645,41.04,16.7332918007793,258.312760973092,1.27,357.59,23.59,1.4,7.47,1.56,3.61520430107526,1.02,138195887.52,Bug'doy
TSPD-2019,0-20 sm,Loy,39.755930815971,1.62527000000002,7.01080655030646,0.505694039823987,37.02,23.0872769355356,198.532138904409,2.06,282.7,16.5,1.95,8.81,3.45,3.67205913978494,0.77,1718220832.92,Bug'doy
Karta-130,0-20 sm,Gill,26.2619040179345,1.62618000000002,7.40333638305832,0.267546507561283,37.87,29.4164236226555,294.317880357538,1.21,332.78,21.2,0.56,7.87,4.17,3.72891397849461,0.87,81117142.97,Bug'doy
NTTM-132,0-20 sm,Loy,25.5715753379665,1.62709000000002,7.15302716109771,0.463898385531483,51.9,20.3012097470325,284.488632459049,1.48,371.03,18.55,2.64,7.95,4.01,3.78576881720429,1.12,2358806453.82,Bug'doy
NMNX-5464,0-20 sm,Gill,32.4605936175776,1.62800000000002,6.44446487383969,0.225573765170953,12.06,22.3155932881338,181.33729986984,1.64,302.51,12.59,0.83,6.39,2.5,3.84262365591397,0.65,,Bug'doy
NTXM-171,0-20 sm,Loy,26.8840493573839,1.62891000000002,6.03151091919537,0.511616266748254,21.43,22.7150471361294,177.605459489525,1.23,286.52,21.22,0.87,10.25,0.74,3.89947849462365,0.53,2288813955.71,Bug'doy
NMNX-5585,0-20 sm,Gill,29.4817743116301,1.62982000000002,6.46737845281853,0.40978919439827,57.52,21.6745167273472,177.663384695123,0.66,407.78,15.47,1.1,7.58,0.7,3.95633333333332,0.63,,Bug'doy
TSPD-2021,0-20 sm,Loy,24.7438606533551,1.63073000000002,6.58254656525483,0.218286421983723,25.28,16.0588844259352,236.246613811069,,320.88,14.39,1.13,7.07,4.99,4.013188172043,,,Bug'doy
Karta-132,0-20 sm,Gill,24.2016990359523,1.63164000000002,6.49058889259434,0.492899928927851,47.06,16.4202667991885,245.778684290824,1.7,319.33,28.69,1.61,9.82,1.04,4.07004301075268,0.93,2461407664.47,Bug'doy
NMNX-5827,0-20 sm,Loy,27.6185738907458,1.63255000000002,6.42200811845018,0.589808493926917,32.91,24.1761278558983,154.556240842511,1.64,314.79,17.34,2.64,8.57,1.18,4.12689784946235,1.12,537690327.17,Bug'doy
TSPD-2022,0-20 sm,Gill,22.4890658199324,1.63346000000002,6.5632508960189,0.352184357991079,38.74,27.7248822841743,152.77315632714,1.55,353.34,29.29,1.24,9.69,4.39,4.18375268817203,1.06,242296824.58,Bug'doy
NMNX-6190,0-20 sm,Loy,20.6043937197938,1.63437000000002,6.58337928531279,0.440478781082302,26.17,23.5639720063829,265.384810949734,0.96,310.65,13.78,1.84,7.32,3.68,4.24060752688171,1.05,1581606415.19,Bug'doy
NTXM-174,0-20 sm,Gill,20.9887814789177,1.63528000000002,6.34075405426052,0.389381839575093,19.94,21.4482975566017,168.705968111954,1.11,314.55,24.46,0.64,8.01,2.64,4.29746236559139,0.76,1984404058.03,Bug'doy
TSPD-2023,0-20 sm,Loy,37.0772233041817,1.63619000000002,6.5853850644454,0.376453843783215,26.44,21.7003884291896,217.460890515215,0.75,294.8,20.95,1.05,8.43,0.73,,0.89,,Bug'doy
Karta-134,0-20 sm,Gill,20.6119300509565,1.63710000000002,6.916149483813,0.210411778110967,57.81,15.4189683411865,284.814990114465,1.5,370.14,17.41,1.67,,2.58,4.35431720430106,0.88,218629771.8,Bug'doy
NMNX-155,0-20 sm,Loy,21.4949587713041,1.63801000000002,6.93732473140291,0.437725568781558,42.27,26.8213250956021,211.839828768642,,358.54,20.46,1.8,6.81,0.84,4.41117204301074,0.99,2396781055.22,Bug'doy
NTXM-164,0-20 sm,Gill,26.8482850751875,1.63892000000002,6.89694850676798,0.263779874824249,44.94,28.6173381159915,263.719737359564,0.98,362.51,28.9,1.44,6.37,2.37,4.46802688172042,0.56,1159699605.16,Bug'doy
NMNX-156,0-20 sm,Loy,39.8511465151843,1.63983000000002,6.20551364296109,0.473750429533696,36.26,25.2848152651581,239.953207089379,1.28,337.72,23.85,1.76,,2.02,4.5248817204301,1.04,,Bug'doy
NTXM-165,0-20 sm,Gill,37.5631596587103,1.64074000000002,7.01030466573246,0.411793718937685,28.37,23.9514514763829,244.631251134593,0.92,312.59,12.37,0.84,8.36,1.66,4.58173655913977,0.79,499523803.84,Bug'doy
NTTM-126,0-20 sm,Loy,25.1993804214391,1.64165000000002,7.11411679088368,0.209377591784478,46.91,29.8060871314059,210.8867001215,1.07,373.91,27.63,0.59,6.09,4.85,4.63859139784945,0.97,522405524.56,Bug'doy
NMNX-5458,0-20 sm,Gill,21.6048737406226,1.64256000000002,6.95205313173342,0.300554394714741,34.62,18.0495106481118,291.914728517343,0.65,328.22,22.67,0.86,,2.59,4.69544623655913,1.01,495148227.77,Bug'doy
NTXM-165,0-20 sm,Loy,32.5666697677506,1.64347000000002,7.34772834049374,0.245111809940354,62.55,23.3576036294125,208.84157172901,0.76,366.73,13.76,,8.83,2.41,4.7523010752688,0.61,110193649.34,Bug'doy
NTXM-166,0-20 sm,Gill,34.29974060967,1.64438000000002,6.85760006785602,0.28176885532582,27.6,17.8681769878738,273.380447742336,,321.44,22.22,1.19,7.27,3.98,4.80915591397848,0.74,2109392298.53,Bug'doy
NTTM-127,0-20 sm,Loy,28.0515380756689,1.64529000000002,6.98577748307817,0.511507939268264,29.05,18.0003250798558,212.848865179111,1.5,300.15,16.38,0.81,9.34,1.25,4.86601075268816,0.68,389448660.49,Bug'doy
NMNX-5338,0-20 sm,Gill,22.9887920385651,1.64620000000002,6.70356298297087,0.55319468151197,60.56,18.4244815634734,240.301745915194,2.57,408.03,23.76,1.31,9.46,0.69,4.92286559139784,0.89,95490316.26,Bug'doy
NTXM-166,0-20 sm,Loy,29.4262415281982,1.64711000000002,6.61710110378218,0.334279378086396,29.14,15.5341723721793,250.026678539974,1.25,,17.68,1.97,8.04,4.1,4.97972043010751,1.05,1458231330.39,Bug'doy
NTXM-167,0-20 sm,Gill,25.4452025636255,1.64802000000002,6.09650201651881,0.48690759789982,24.77,25.6951697028717,282.066791302384,2.52,321.42,17.55,1.76,9.57,4.81,5.03657526881719,0.85,2185873548.56,Bug'doy
NMNT-159,0-20 sm,Loy,32.3664060060168,1.64893000000002,6.35527305247909,0.230926508100271,43.56,22.4424032658696,247.134526354799,2.37,389.08,18.75,0.76,8.51,2.04,5.09343010752687,0.89,138912974.46,Bug'doy
NTTM-128,0-20 sm,Gill,28.9596531101642,1.64984000000002,7.00612253881366,0.441412777547283,34.74,28.7985525603162,185.494315752233,0.79,319.37,15.93,1.64,9.22,3.52,5.15028494623654,1,79302386.92,Bug'doy
NMNX-5460,0-20 sm,Loy,27.975369493277,1.65075000000002,6.8579995219036,0.475354347871234,20.03,19.5399174192372,179.551191670167,1.72,325.37,18.97,0.35,8.05,2.08,,1,741311014.08,Bug'doy
NTXM-167,0-20 sm,Gill,24.0701057887168,1.65166000000002,6.89176006112663,0.447746721773191,25.18,29.7469996083437,154.980241869616,0.74,374.25,25.76,0.92,7.1,4.91,5.20713978494622,1.13,2247251383.61,Bug'doy
NTXM-168,0-20 sm,Loy,33.226168121485,1.65257000000002,6.55681876203355,0.367849824332349,54.84,17.7387678543417,247.444513423254,0.91,399.88,24.25,1.86,8.81,4.61,5.2639946236559,0.99,426414421.74,Bug'doy
NMNT-160,0-20 sm,Gill,25.9393245265531,1.65348000000002,6.2501304091161,0.337202636500091,25.61,15.648458513452,194.324656898566,2.15,317.86,22.71,1.92,7.63,0.85,5.32084946236558,0.52,77168091.62,Bug'doy
NTTM-129,0-20 sm,Loy,21.6318309215822,1.65439000000002,6.86182572424081,0.51759437526033,31.28,15.4878545717545,227.749712840059,0.83,323.58,12.48,1.29,7.37,1.13,5.37770430107525,1.09,536324269.01,Bug'doy
NMNX-5340,0-20 sm,Gill,21.8243673549638,1.65530000000002,7.22498704769719,0.307967407802841,32.07,20.48309897684,224.916196699025,0.66,356.44,14.28,1.91,7.01,2.06,5.43455913978493,0.71,365356231.96,Bug'doy
NMNX-5461,0-20 sm,Loy,29.7025874618355,1.65621000000002,6.98585203564126,0.455208326092598,19.92,19.0504674447998,284.119016274629,2.18,338.87,14.49,1.34,8.93,0.52,5.49141397849461,1.22,428348772.6,Bug'doy
NTXM-168,0-20 sm,Gill,23.3859496422774,1.65712000000002,6.2192875957814,0.30214455286417,37.72,15.6918105469617,204.698881931534,1.15,334.39,23.48,1.38,6.5,1.1,5.54826881720429,0.84,1556935683.64,Bug'doy
NTTM-130,0-20 sm,Loy,30.8544761596927,1.65803000000002,6.39356889137177,0.371870866811518,17.68,20.8206440936485,220.769645595824,1.38,327.75,20.13,1.21,9.12,0.91,5.60512365591396,1.11,1169998707.45,Bug'doy
NMNX-5341,0-20 sm,Gill,23.9302794261416,1.65894000000002,7.21380301562835,0.253883806618923,53.66,19.1831733881764,288.399240385631,1.16,,15.11,1.51,,3.66,5.66197849462364,1.1,631686701.72,Bug'doy
NTXM-169,0-20 sm,Loy,27.1403800210249,1.65985000000002,6.73619618203546,0.521571030723889,29.51,29.2714086283684,269.858728749453,0.8,359.33,26.35,1.12,7.5,4.51,5.71883333333332,1.1,,Bug'doy
NTXM-170,0-20 sm,Gill,21.6690359809191,1.66076000000002,7.35784187770664,0.345568113959112,36.59,22.1711472639837,238.802413634888,1.08,338.02,25.58,2.14,7.47,3.63,5.77568817204299,0.83,2419912932.6,Bug'doy
NMNX-5342,0-20 sm,Loy,24.2743791995556,1.66167000000002,6.16126019928761,0.424693321467254,41.21,15.2723971025443,281.261177215203,2.08,332.19,21.53,1.76,9.68,1.73,5.83254301075267,1.11,304053565.21,Bug'doy
NTXM-170,0-20 sm,Gill,27.0551948107612,1.66258000000002,6.13831837543077,0.46112215942643,61.3,20.0005924655491,179.73019104491,0.95,391.09,29.52,1.81,7.54,4.28,5.88939784946235,0.54,529775658.49,Bug'doy
NMNX-5343,0-20 sm,Loy,32.5309293841834,1.66349000000002,7.06190544956563,0.535322508939001,32.97,18.5384954148516,193.197508783765,1.47,352.19,26.48,1.07,7.92,1.16,5.94625268817203,0.93,,Kartoshka
NMNX-5464,0-20 sm,Gill,25.4651771263893,1.66440000000002,6.84111577175993,0.306506507723479,50.59,16.9318896061187,224.953165065264,2.17,325.38,25.94,2.11,8.51,3.11,6.0031075268817,1.25,1230152881.95,Bug'doy
Karta-131,0-20 sm,Loy,33.4805894082509,1.66531000000002,6.36041202417012,0.442769876543289,64.92,16.6569381769123,295.428085086049,0.18,387.56,21.13,1.75,8.61,1.05,,1.18,,Loviya
NTTM-133,0-20 sm,Gill,29.6970353124289,1.66622000000002,7.01268022048765,0.246090455856699,27.97,21.99458576703,160.950766551965,1.08,327.34,15.74,1.29,7.9,0.9,6.05996236559138,0.36,583288526.7,Bug'doy
NMNX-5706,0-20 sm,Loy,25.1949785289652,1.66713000000002,6.98048535969435,0.51561522655684,51.4,24.4114187997841,184.111697046493,1.7,330.02,22.61,2.17,,1.83,6.11681720430106,0.86,1081253284.86,Bug'doy
NTXM-172,0-20 sm,Gill,31.7230195841714,1.66804000000002,6.03881055420175,0.364747130464863,46.4,28.2694726380868,181.001105465776,1.16,382.32,15.87,1.54,8.45,2.75,6.17367204301073,1.19,506227371.84,Kartoshka
Karta-132,0-20 sm,Loy,36.4171540102525,1.66895000000002,6.41433117000556,0.495217375750671,29.54,22.6480942517858,192.634764988382,0.89,317.84,17.63,1.34,6.49,3.78,6.23052688172041,,209002487.56,Bug'doy
NTTM-134,0-20 sm,Gill,39.166005237417,1.66986000000002,6.77570428598956,0.422318754924006,45.53,22.0608812109641,197.232481048136,1.11,358.41,26.92,1.79,6.96,2.72,6.28738172043009,0.83,,Loviya
NMNX-5827,0-20 sm,Loy,20.3509928608971,1.67077000000001,7.32075502783016,0.249513181334775,68.17,15.7696781695722,228.133924259126,3.52,403.07,29.01,1.76,9.48,0.93,6.34423655913977,0.79,960987004.47,Bug'doy
NMNX-5948,0-20 sm,Gill,22.8386448483172,1.67168000000001,6.83889178028482,0.248583189776758,51.95,15.730967173508,243.14733996487,0.76,387.87,18.52,1.23,6.51,0.82,6.40109139784944,1.3,,Bug'doy
NTXM-173,0-20 sm,Loy,22.250912173078,1.67259000000001,6.37195351116561,0.223473810589124,52.2,16.2750077867035,174.912124196461,1.99,361.55,15.66,1.11,6.65,0.92,6.45794623655912,0.95,114654311.26,Kartoshka
TSPD-2022,0-20 sm,Gill,22.9406812805983,1.67350000000001,7.28642724669409,0.532822001784981,34.49,16.8470001679119,268.954957966742,1.24,302.41,19.63,1.99,9.39,2.25,6.5148010752688,0.79,2617713003.33,Bug'doy
Karta-133,0-20 sm,Loy,29.2090779122731,1.67441000000002,6.04496327668726,0.340731258386532,20.12,19.1330472522332,173.044408137063,1.04,300.64,15.1,1.13,,4.53,10.28,1.16,2475365942.95,Loviya
NTTM-135,0-20 sm,Gill,28.3607205640766,1.67532000000002,6.45074147631741,0.381598141804707,38.25,19.9888356175874,188.518497389955,1.22,,14.82,1.92,9.77,3.14,11.95,1.21,,Bug'doy
NMNX-6190,0-20 sm,Loy,21.1648306398774,1.67623000000001,7.34927608707822,0.595867124582053,22.04,25.897889177874,208.807929118338,1.39,326.83,17.38,0.71,6.85,1.09,8.29,0.55,1423085203.69414,Bug'doy
NTXM-174,0-20 sm,Gill,34.4931434082177,1.67714000000001,7.11909261396433,0.446346721363115,60.74,29.1977266196023,253.911988711088,1.83,419.44,27.59,2.27,8.85,1.25,8.01,0.68,1462738492.6462,Kartoshka
NTXM-175,0-20 sm,Loy,31.8835180855683,1.67805000000001,6.34189082441051,0.26445646631734,29.52,17.1315819763159,225.6414811341,0.83,278.94,22.81,2.23,,3.29,8.24,1.24,1502391781.59825,Bug'doy
NTTM-137,0-20 sm,Gill,24.4920041282779,1.67896000000001,6.70367982356153,0.367645759914214,34.63,17.9193811448006,235.940214107824,1.63,331.13,21.41,1.1,,2.61,7.63,1,1542045070.55031,Loviya
NTXM-165,0-20 sm,Loy,23.9511564232366,1.67987000000001,6.74916659502685,0.586203867682867,11.93,18.0229715892055,294.604857939174,1.89,283.58,25.85,1.3,9.21,4.61,10.69,0.75,1581698359.50236,Bug'doy
NMNX-157,0-20 sm,Gill,39.7585718367295,1.68078000000002,6.39905821083899,0.426095652980824,47.81,16.7218507695683,287.106495190192,1.25,344.01,17.96,2.11,7.14,4.46,7.83,1.18,1621351648.45442,Bug'doy
NTXM-166,0-20 sm,Loy,35.4699000230099,1.68169000000002,6.12642661680133,0.281620157037881,59.8,22.0651822090375,207.287795670941,1.36,383.55,14.06,1.23,8.26,1.95,9,0.8,1661004937.40647,Kartoshka
NMNX-158,0-20 sm,Gill,24.0170650633185,1.68260000000001,6.86821886639406,0.295911893200788,32.73,28.3792974810683,193.456104364727,1.28,341.5,22.82,1.9,7.48,2.4,11.22,1.05,1700658226.35853,Bug'doy
NTTM-128,0-20 sm,Gill,22.1830960369167,1.68351000000001,6.07708573168118,0.396407935226212,55.83,24.2241779441035,156.645733289999,1.58,376.66,27.57,2.22,9.58,3.14,10.9,1.28,1740311515.31059,Loviya
NMNX-5580,0-20 sm,Loy,31.762617334132,1.68442000000001,7.05114825632649,0.48337975534771,40.52,22.150264751216,238.095163715634,1.28,310.17,29.6,1.77,7.13,1.44,9.87,1.13,1779964804.26264,Bug'doy
NMNX-5701,0-20 sm,Gill,34.4640038314977,1.68533000000001,6.01272797772666,2.2425,16.02,18.8164682905212,296.294433190664,1.26,316.87,16.71,0.45,10.81,2.11,11.57,0.99,1819618093.2147,Bug'doy
NMNT-160,0-20 sm,Loy,20.1663720429346,1.68624000000001,6.32529973044175,2.2312,13.68,21.7978980519658,239.993076668635,1.45,270.48,29.16,0.28,10.47,1.32,12.48,0.78,1859271382.16675,Kartoshka
