"Sample","Layer (cm)","Mechanical Composition","FC (%)","Soil Density (g/cm³)","pH","Soil EC (mS/cm)","Nitrogen (mg/kg)","Phosphorus (mg/kg)","Potassium (mg/kg)","Humus (%)","Mg (mg/kg)","S (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","B (mg/kg)","Fe (mg/kg)","Cu (mg/kg)","Microorganisms (CFU/g)","crop"
"NTXM-167","0-20 sm","Gill","33.236130012884","19.034006535616","6.1347607308256","0.54527500866309","16.88","23.619165488498","290.39032912322","2.45","325.24","22.87","0.65","7.76","2.93","1.43","1.08","","Bug'doy"
"NTTM-128","0-20 sm","Gill","22.617930866499","15.232162777348","7.3368928272179","0.29077512752804","35.74","28.029371985397","167.94302793355","1.84","311.29","23.16","1.58","7.52","1.08","2.72","1.28","158315405.21","Bug'doy"
"NMNX-4616","0-20 sm","Gill","27.695377573289","21.169128787015","6.5135567876154","0.45224104169049","60.12","24.639412677731","283.44686223117","0.76","385.07","25.68","2.31","9.16","4.66","2.14","1.01","1692525111.97","Bug'doy"
"NMNX-159","0-20 sm","Gill","30.449379326151","26.525223742092","7.2744434302051","0.25062494517777","66.07","22.155421953988","157.18446814457","1.38","383.51","28.14","2.12","9.38","2.46","1.74","0.8","2116450723.61","Bug'doy"
"NTXM-168","0-20 sm","Gill","21.106880652378","25.372971425334","6.9028802410669","0.27755610492006","47.08","17.568565940434","205.97626087116","1","350.79","23.94","1.98","9.35","1.54","1.91","1.19","526728589.97","Bug'doy"
"NTTM-129","0-20 sm","Gill","38.579431430715","22.183291247723","6.302622792682","0.21980673976028","24.57","24.860623039988","272.86999946167","0.92","327.81","29.48","0.56","8.27","0.94","1.66","1.28","821583454.89","Bug'doy"
"NTXM-168","0-20 sm","Gill","26.303285665858","16.248183806811","6.3098304204213","0.3210163437001","30.31","15.209160906138","193.00520843632","0.99","321.59","25.95","1.89","7.11","2.46","0.99","0.72","204224367.65","Bug'doy"
"NTTM-130","0-20 sm","Gill","34.078601473121","16.606926760841","7.4908874173758","0.21204398350883","68.53","26.156869573173","255.21645067889","","422.07","25.79","1.94","9.73","3.92","2.00","1.03","1743264480.17","Bug'doy"
"NMNX-4859","0-20 sm","Gill","31.645246546922","21.353153404489","6.9748052294045","0.50967297458837","17.24","20.871756006413","243.40535440114","0.47","304.88","28.87","0.93","6.5","1.12","0.98","0.81","1067688401.19","Bug'doy"
"NTXM-169","0-20 sm","Gill","34.883965249494","26.39269142168","7.0243879042021","0.24419803278952","24.17","26.677738362159","275.75481842726","1.13","274.87","24.59","0.57","8.98","3.89","0.97","0.48","1697263846.12","Bug'doy"
"TSPD-2018","0-20 sm","Gill","29.518181841669","26.892212970117","7.2185898367325","0.56030881994379","18.87","29.660807409829","154.54242245713","1.35","293.18","26.01","0.59","10.73","1.98","1.64","0.86","229044223.44","Bug'doy"
"NTXM-170","0-20 sm","Gill","39.400238246496","20.172222301434","6.1076875532802","0.53423908476932","15.31","22.350658475168","235.94176201354","2.12","301.21","26.36","0.73","7.29","2.51","1.82","1.02","1515393494.68","Bug'doy"
"TSPD-2019","0-20 sm","Gill","25.559248385693","22.30406347129","6.9468384733597","0.44413185731307","30.05","23.164658770628","189.57934961721","1.17","326.39","21.4","0.55","8.62","0.53","2.03","0.94","811678808.84","Bug'doy"
"NTTM-132","0-20 sm","Gill","21.642559151994","22.56360915301","7.246959875071","0.43519481955649","29.82","22.398237481025","156.8887148172","1.24","354.68","27.01","0.29","5.92","2.8","1.62","1.02","131385997.1","Bug'doy"
"TSPD-2020","0-20 sm","Gill","29.456110521132","16.367893780156","6.5629454195542","0.46602941124559","44","18.75205071925","267.30607894991","0.8","370.07","14.89","1.98","7.95","2.48","1.56","0.99","1766682766.54","Bug'doy"
"Karta-131","0-20 sm","Gill","39.52557349494","26.590588109266","7.4705959345476","0.28119594598126","50.52","20.479373116065","177.09714446474","1.9","340.86","23.23","1.62","6.23","1.59","1.87","0.67","578547288.53","Bug'doy"
"NTTM-133","0-20 sm","Gill","34.541474236296","29.068831263808","7.0121548502108","0.24383254948904","42.94","28.838771150028","215.65047497252","1.04","337.82","17.22","0.8","8.98","2.37","1.62","1.26","","Bug'doy"
"NMNX-5585","0-20 sm","Gill","29.351206505584","16.559110624458","6.1073305141659","0.36920199832193","48.11","27.900243116258","183.92264163462","0.83","344.9","17.01","1.49","6.45","0.92","3.21","0.78","788484530.33","Bug'doy"
"NMNX-5706","0-20 sm","Gill","38.267390563803","16.829738022265","6.9264562687264","0.21528028462483","15.49","16.230789946782","172.66554462566","1.93","351.42","21.8","0.49","6.25","1.47","1.63","1.05","901496301.53","Bug'doy"
"TSPD-2021","0-20 sm","Gill","39.088017772222","26.135527260733","6.4376647737657","0.53890241173255","25.83","27.686404179109","268.29202894597","2.08","306.65","29.92","2.12","7.41","2.49","1.82","0.9","433084583.07","Bug'doy"
"NTTM-134","0-20 sm","Gill","23.650047854768","18.131678506269","6.9948976689399","0.32110169810099","29.11","20.579181398608","160.383344497","0.88","329.79","27.33","1.08","8.85","4.33","1.61","0.68","1466068870.79","Bug'doy"
"NTXM-163","0-20 sm","Gill","28.688815599127","19.883795605085","6.0532059290056","0.54242620020634","28.95","24.991260051746","276.41511354678","1.75","358.86","25.21","0.91","6.39","3.88","1.08","0.8","62040612.61","Bug'doy"
"NTTM-124","0-20 sm","Gill","37.846261060676","23.081126755493","7.3793844686896","0.27176169571185","23.09","26.155463306524","246.85121107058","1.88","322.97","29.72","0.66","8.9","3.4","1.07","0.82","1075165717.78","Bug'doy"
"NMNX-4853","0-20 sm","Gill","27.715876674345","20.897767408393","7.0757848522649","0.32396523506912","48.53","20.315112594694","265.99944319661","1.38","379.52","16.23","1.5","","1.69","1.58","0.9","495713526.26","Bug'doy"
"NTXM-163","0-20 sm","Gill","29.523282350539","23.731534552831","6.9604657506506","0.593866711314","62.75","23.34233080499","271.67016650667","","","17.19","1.83","7.85","2.47","1.94","1.12","1595789483.02","Bug'doy"
"NMNX-155","0-20 sm","Gill","23.084565804199","29.584998746439","6.2499966077807","0.50620375515793","18.56","20.295695446966","287.48183441725","2.05","305.87","17.46","","7.23","4.07","1.08","0.62","661686649.99","Bug'doy"
"NMNT-156","0-20 sm","Gill","24.406301212687","20.1329463923","6.1551265968128","0.53512684810572","26.13","23.778091974633","162.19720149865","1.22","320.11","25.84","0.65","7.87","4.53","1.24","0.86","389416764.79","Bug'doy"
"NTTM-125","0-20 sm","Gill","32.64945760338","19.462573772173","6.0842787591704","0.21675477839174","61.99","24.173844523785","253.6609328124","1.88","319.62","27.13","1.55","7.39","1.23","0.76","0.97","2423420487.2","Bug'doy"
"NMNX-156","0-20 sm","Gill","28.623633916191","19.274482987707","6.0949949278492","0.4675773129821","15.05","26.291300863709","299.13588519639","","331.36","27","0.8","8.73","4.79","1.10","0.77","173469356.69","Bug'doy"
"NTTM-126","0-20 sm","Gill","37.010570858975","24.875589478834","7.0183783802493","0.46213446769335","24.84","18.120549510323","226.61909175258","1.68","300.44","21.21","1.01","6.79","4.89","1.52","0.34","482020578.18","Bug'doy"
"NMNX-4976","0-20 sm","Gill","36.315587828837","25.543718589729","6.0757598525671","0.39183152975214","32.07","17.177613521791","295.47867681567","1.38","350.54","24.36","0.68","8.63","3.44","0.95","0.65","939118642.24","Bug'doy"
"NTXM-165","0-20 sm","Gill","38.669117519674","17.922968040918","6.9417109804574","0.59010840472445","23.5","23.979527795031","176.24806196087","0.61","316.71","27.74","1.41","6.73","4.82","1.29","0.45","134460613.33","Bug'doy"
"NMNX-157","0-20 sm","Gill","23.296482704909","19.357780249738","6.1321273094467","0.33953046183858","28.69","26.884573447244","237.0349076559","1.66","370.25","29.69","0.49","8.41","1.49","0.95","0.81","536646052.4","Bug'doy"
"NTXM-166","0-20 sm","Gill","21.886955118563","18.222901374228","7.4381935569652","0.20208927823636","36.94","27.440262072568","156.91118235451","1.13","338.93","14.19","0.74","7.08","3.24","2.99","1.17","738022831.87","Bug'doy"
"NMNX-4856","0-20 sm","Gill","35.754504019231","25.840955871776","6.9035186686095","0.2105269000055","36.34","29.415549544743","259.00380567742","0.78","310.44","12.58","","8.36","3.91","1.72","1.08","2177666398.87","Bug'doy"
"NMNX-4977","0-20 sm","Gill","29.439576529576","15.835599959297","6.8718164170917","0.35165738270987","29.57","22.088032594102","243.89777193778","1.38","298.82","28.71","1.09","10.02","0.82","1.08","","","Bug'doy"
"NTXM-166","0-20 sm","Gill","37.502881779598","21.735693019236","7.1347035186362","0.41884469763478","31.18","22.095617077368","268.69337102776","2.01","343.89","23.45","1.82","8.37","2.96","1.24","0.36","610870892.56","Bug'doy"
"NMNX-158","0-20 sm","Gill","21.581138238255","16.36080746834","7.0731560534304","0.20810786636256","53.27","23.661660175123","232.69081309633","1.38","380.18","25.22","2.1","6.97","1.07","2.32","1.06","580914608.78","Bug'doy"
"NMNT-159","0-20 sm","Gill","35.300353807989","15.061427394575","6.4080815028044","0.29220877930324","18","17.090851981788","242.80715032273","1.32","318.58","17.86","1.39","10.44","2.57","1.11","0.87","1803125595.48","Bug'doy"
"NTTM-128","0-20 sm","Gill","36.76887105749","28.921057210895","6.9455783082053","0.28745929028582","31.97","24.769007068195","299.83782952867","0.7","293.88","28.85","1.08","6.93","2.06","1.09","0.81","1927747503.94","Bug'doy"
"NMNX-4857","0-20 sm","Gill","24.955159906559","23.011378245636","6.0632057439036","0.49876392130394","57.5","15.676534657988","244.43364535419","2.37","380.93","21.71","1.31","7.15","1.31","1.02","0.98","53072782.42","Bug'doy"
"NMNX-4978","0-20 sm","Gill","32.930696947875","28.298446327341","6.0987458384887","0.44839091131496","48.03","24.844764702211","286.94953950869","0.95","341.61","28.35","1.63","6.62","4.87","1.27","0.73","248887492.32","Bug'doy"
"NTXM-167","0-20 sm","Gill","33.597591616467","18.118742038786","6.1781159477084","0.5610363350664","11.59","20.868137699827","226.25570422051","2.37","318.82","15.96","0.47","8.34","1.56","2.31","0.88","555189565.1","Bug'doy"
"NTTM-129","0-20 sm","Gill","23.31484047497","24.26209776778","7.1878444281547","0.35796908457651","23.94","29.207384076644","288.75774589985","1.79","352.57","16.01","1.6","9.83","1.55","0.51","0.71","764388808.99","Bug'doy"
"NMNX-4979","0-20 sm","Gill","33.413198171774","20.177935184668","7.3938073910756","0.47641451551474","55.65","16.10808442423","259.43954097863","1.32","397.14","23.45","1","8.76","1.24","2.09","0.85","317489355.38","Bug'doy"
"NTXM-168","0-20 sm","Gill","22.277074750306","29.339013055367","6.1220884426247","0.26957999225541","19.04","20.363050693616","251.61144349541","0.58","353.55","25.06","0.6","7.44","4.55","3.86","0.87","1459266751.16","Bug'doy"
"NTXM-169","0-20 sm","Gill","39.307001513126","22.1315685419","6.9155035417772","0.28512212413789","19.3","18.417030587719","221.26839441004","2.25","385.73","25.81","0.85","9.37","4.42","0.84","1.16","1430597860.98","Bug'doy"
"NMNX-4859","0-20 sm","Gill","39.581472985818","23.709989376778","6.2491343750677","0.28970941175155","32.56","24.671256355115","197.8570196706","0.57","335.3","28.86","2.13","7.46","4.22","1.42","1.12","2646356486.36","Bug'doy"
"Karta-129","0-20 sm","Gill","26.506419678702","15.908659654493","7.2046169514099","0.50490619516764","13.17","25.249995984551","186.88450498605","1.61","308.62","","0.84","8.41","2.58","1.50","1.05","2181370123.54","Bug'doy"
"NMNX-5101","0-20 sm","Gill","24.145983281551","26.721721294661","6.6321372719987","0.41232958710591","10.89","18.872867895564","240.78543109828","2.53","318.8","","0.87","8.18","3.47","1.09","1.06","2679794334.9","Bug'doy"
"Karta-130","0-20 sm","Gill","20.441756507482","26.743233600537","7.3175445055651","0.4195802218201","30.86","19.387034594691","273.09782863025","0.62","334.26","23.12","1.18","7.77","4.08","3.24","1.17","298464948.91","Bug'doy"
"NTTM-132","0-20 sm","Gill","22.909663981133","27.952300332584","6.3184281403933","0.58326132139518","32.23","21.095730134329","278.4395858426","1.49","349.29","23.76","0.77","9.49","1.57","1.24","1.09","2113406735.7","Bug'doy"
"TSPD-2020","0-20 sm","Gill","39.271912091068","26.339395324341","7.2472806886358","0.44053965637477","43.52","26.297506601857","214.69572609666","0.69","353.41","23.71","1.01","9.65","4.88","","0.62","1921595385.54","Bug'doy"
"NMNX-5706","0-20 sm","Gill","33.435294423627","15.034198212728","7.3827335913914","0.51411856354609","19.86","17.608768949247","167.77826703272","0.82","310.98","19.88","0.76","9.12","2.14","2.01","0.35","","Bug'doy"
"NTXM-172","0-20 sm","Gill","25.687094248838","18.341073871386","6.8401258899679","0.52549155567377","43.75","19.061514146948","188.50185634892","2.05","360.57","27.18","1.48","9.9","3.63","2.08","","2614884090.47","Bug'doy"
"Karta-132","0-20 sm","Gill","35.192281559697","16.842071689677","6.9582698247529","0.38933134192377","49.12","27.792759347018","195.32314890095","1.34","403.03","15.72","1.53","9.12","1.01","2.16","1.24","596878802.6","Bug'doy"
"TSPD-2022","0-20 sm","Gill","24.630028682407","21.973263755221","6.2832129916387","0.46903393971072","36.6","21.609759427896","294.58031035428","0.71","334.39","19.97","1.19","8.67","2.73","","0.79","236700710.87","Bug'doy"
"NMNX-154","0-20 sm","Gill","30.568413550344","20.33018741566","6.5534343825362","0.48709245881298","31.46","18.3505084868","256.64246118532","1.77","342.4","27.75","0.39","6.84","1.79","2.23","0.67","","Bug'doy"
"NTXM-163","0-20 sm","Gill","26.907504781483","26.813363782924","7.0755576229991","0.59370697564975","24.53","15.093856703984","188.5751949812","2.08","273.94","13.96","1.64","9.06","4.03","2.31","1.44","302272677.41","Bug'doy"
"NMNX-155","0-20 sm","Gill","39.858103098898","17.765054743538","6.8907683171219","0.25660061766714","19.13","25.909003174739","209.25601611702","1.12","288.87","15.14","0.97","7.99","0.95","2.38","1.12","717797703.4","Bug'doy"
"NTXM-164","0-20 sm","Gill","34.789476304053","16.889126631375","6.879022149078","0.47625723087779","60.17","18.8858733906","211.44437634186","","","12.93","0.91","8.89","1.75","","0.85","620914934.73","Bug'doy"
"NMNT-156","0-20 sm","Gill","37.823147649169","18.023216192333","6.0134064884356","0.53686571102634","19.19","28.28499529275","239.3559376151","1.84","260.51","11","2.29","7.47","2.33","2.46","1.07","427302346.21","Bug'doy"
"NTTM-125","0-20 sm","Gill","29.042859423616","15.165514004366","6.6069465625159","0.44357024568918","35.83","16.491433831125","167.07199270561","0.18","307.02","29.54","2.47","8.1","1.48","2.53","0.87","2450213239.09","Bug'doy"
"NMNX-5095","0-20 sm","Gill","21.615231059009","21.865717186881","7.2237733610392","0.37559423008909","16.91","21.142633427125","259.29989288215","3.03","343.09","16.24","1.47","8.73","4.84","2.61","1.13","622606971.86","Bug'doy"
"NMNX-5216","0-20 sm","Gill","20.31274654261","24.292406633451","6.2203566435701","0.53947581639452","72.51","26.744960082627","209.90607620127","1.12","401.74","26.33","1.78","6.54","1.42","","0.65","2050647753.92","Bug'doy"
"NTXM-164","0-20 sm","Gill","20.236057081505","22.731928684261","7.3769913670659","0.35234946048194","31.06","29.950841571303","282.88123360215","1.55","334.88","19.71","2","9.83","3.69","2.65","","884589806.01","Bug'doy"
"NMNX-156","0-20 sm","Gill","34.396891973671","20.613301278285","6.0625658062327","0.46237890849118","11.69","17.768671731846","154.48341268085","0.98","258.36","21.16","0.23","","3.69","2.71","0.55","","Bug'doy"
"NMNT-157","0-20 sm","Gill","28.472527211578","16.608715208183","6.431684146416","0.40054756623861","59.58","29.728832955452","263.69546768122","1.5","414.68","29.89","2.19","8.05","0.58","2.76","","949842820.37","Bug'doy"
"NMNX-5218","0-20 sm","Gill","26.316063232633","23.03105813912","7.0502928037302","0.46727261006564","27.3","15.319940766911","277.98233101365","1.04","338","28.79","1.47","8.94","1.73","2.8192365591398","1.09","2297837514.67","Bug'doy"
"NMNX-158","0-20 sm","Gill","29.082320775385","22.005081990736","6.7675487145607","0.3771818776702","25.71","24.454004460275","271.03824241407","1.56","370.68","24.46","0.34","7.17","2.58","2.88","1.25","238424635.62","Bug'doy"
"NTXM-167","0-20 sm","Gill","23.196512453232","20.407954305304","6.3700230034901","0.38516492463845","53.71","19.579535554697","211.05127799325","1.15","352.51","28.21","1.28","8.05","2.79","2.93","0.95","","Bug'doy"
"NMNT-159","0-20 sm","Gill","27.929585930898","20.639951686504","6.6809213973248","0.42161656972166","58.83","16.418592377536","252.70443087669","2.43","386.24","28.39","1.8","8.57","4.45","2.99","1.19","1916452256.71","Bug'doy"
"NTTM-128","0-20 sm","Gill","25.100132067998","15.222387254067","6.943690899247","0.4112188866039","21.52","27.434527374159","214.08822286296","1.53","309.19","14.68","0.79","7.53","3.67","3.0466559139785","0.85","728933333.97","Bug'doy"
"NTXM-168","0-20 sm","Gill","31.310694122343","16.572410574267","7.3225972299076","0.21004991922769","23.2","22.259288987955","286.12162862137","2.41","287.06","22.56","0.58","9.38","1.9","3.10","0.58","137743879.47","Bug'doy"
"NTTM-129","0-20 sm","Gill","21.127041185589","29.335150981876","6.0409139448274","0.22661819671688","26.34","21.375254390966","299.13870118272","1.77","299.1","24","0.32","","3.5","3.16","0.19","1657853202.93","Bug'doy"
"NMNX-5099","0-20 sm","Gill","27.24765451115","24.814494549007","7.1200419323109","0.2516702496053","31.72","25.76778283311","202.19631666278","2.23","333.67","26.64","1.27","7.79","1.51","3.22","0.41","2029486373.69","Bug'doy"
