Namuna,Qatlam (sm),Mexanik tarkib,pH,Gumus (%),Tuproq EC (mS/cm),Tuproq zichligi (g/sm3),DNS (%),Azot (mg/kg),Fosfor (mg/kg),Kaliy (mg/kg),Mg (mg/kg),Mikroorganizmlar (CFU/g),S (mg/kg),Fe (mg/kg),Zn (mg/kg),Mn (mg/kg),Cu (mg/kg),B (mg/kg),Ekin
NMNX-13083,0-30,Loy,7.39,2.48,3.62,1.36,29.83,62.77,31.31,423.97,396.49,826047811.75,22.71,10.19,2.5854289635133,6.03,0.63,1.66,Bug'doy
NMNX-13204,0-30,Loy,8.08,0.32,3.27,1.41,38.62,29.09,17.58,362.59,317.65,803154568.98,12.48,9.38,1.2,6.1,1.01,1.61,Bug'doy
NTXM-199,0-30,Loy,6.87,2.31,3.9,1.52,33.16,45.83,25.12,365.25,346.03,734680187.02,24.3,6.78,2.07363737349284,6.49,,1.64,Bug'doy
NMNX-191,0-30,Loy,6.14,1.64,0.97,1.37,29.51,83.46,42.08,478.73,453.68,270479864.71,29.92,8.12,3.32605225506266,7.72,0.96,1.23,Makkajo'xori
NTXM-200,0-30,Loy,8.15,0.74,3.79,1.49,24.47,27.81,17.2,331.18,319.64,678098502.15,27.56,7.94,1.5,7.83,1.1,1.26,Bug'doy
NMNT-192,0-30,Qumoq,7.55,1.21,2.62,1.49,36.03,69.42,36.37,466.72,422.56,143796654.68,27.59,7.85,1.5,7.96,1.28,1.29,Makkajo'xori
NTTM-161,0-30,Loy,7.19,1.22,4.67,1.41,36.45,48.5,26.43,375.22,326.67,905562340.38,27.57,6.82,6,3.63,0.96,1.52,Bug'doy
NMNX-13084,0-30,Loy,7.05,0.93,3.85,1.31,17.11,58.02,30.83,385.39,356.59,820338655.44,25.31,9.8,3.00640618690215,3.57,1,,Bug'doy
NMNX-13205,0-30,Yengil qum,7.09,1.24,2.8,1.3,32.36,75.81,40.55,466.58,447.25,470682009.76,26.18,9.75,7,3.54,1.05,1.69,Makkajo'xori
NTXM-200,0-30,Loy,7.16,1.12,3.78,1.49,33.06,58.28,31.81,422.96,384.95,817134413.68,28.94,10.63,5.04030509828912,5.43,1.16,1.83,Bug'doy
NMNX-192,0-30,Loy,6.51,1.34,2.38,1.33,29.15,84.97,41.72,467.38,417.06,878448675.07,26.02,,5.89689946543169,5.52,1.41,1.84,Makkajo'xori
NTXM-201,0-30,Yengil qum,7.68,1.5,0.57,1.31,39.18,76.02,40.48,524.97,484.95,573428961.59,23.48,8.91,1.2,5.59,1.1,1.83,Makkajo'xori
NMNT-193,0-30,Loy,6.88,0.85,2.34,1.54,22.37,70.55,36.06,444.52,405.1,88945395.11,26.67,8.7,3.26032337884262,3.16,0.46,1.44,Bug'doy
NTTM-162,0-30,Loy,7.18,1.02,1.37,1.41,37.63,61.39,32.33,397.24,378.54,,26.01,5.17,4.28298739978811,3.03,0.7,1.45,Bug'doy
NMNX-13085,0-30,Qumoq,8,1.01,4.2,1.26,20.79,58.96,29.56,447.61,401.48,801663095.07,26.65,10.61,5.35910159265221,3.11,0.96,1.58,Paxta
NMNX-13206,0-30,Loy,7.64,0.39,4.44,1.38,27.32,31.76,20.44,387.5,366.24,541053337.77,19.42,9.65,3.51825408646188,2.25,0.56,1.01,Bug'doy
NTXM-201,0-30,Loy,8.04,0.82,3.4,1.64,36.19,30.74,17.57,386.54,352.19,515711761.46,29.4,8.7,4.31146732225412,2.28,0.85,1.04,Bug'doy
NMNX-193,0-30,Loy,6.34,1.41,2.05,1.29,35.2,75.33,39.69,444.3,406.51,154633471.54,20.59,9.09,4.30995144787405,2.23,1.04,,Makkajo'xori
NTXM-202,0-30,Yengil qum,8.41,2.28,2.4,1.32,30.73,65.13,35.91,478.36,438.1,355887915.61,27.06,9.73,3.97665549524042,5.82,1.06,1.41,Paxta
NMNT-194,0-30,Qumoq,6.4,0.82,0.87,,31.79,91.66,47.41,515.25,450.4,83640179.13,23.95,11,4.72954272331517,6.16,1.18,1.29,Makkajo'xori
NTTM-163,0-30,Loy,7.55,1.3,1.07,1.38,16.52,50.72,28.1,388.28,380.81,684243403.39,25.9,5.39,1.53957280737279,6.17,0.77,1.27,Bug'doy
NMNX-13086,0-30,Loy,7.24,1.24,1.28,1.33,21.27,78.03,40.73,459.22,411.03,247018756.05,25.98,10.92,6,3.17,0.9,2.24,Makkajo'xori
NMNX-13207,0-30,Yengil qum,6.73,0.66,1.43,,25.34,88.98,45.34,467.91,428.13,405108238.01,29.07,7.2,7,3.18,1.28,2.37,Makkajo'xori
NTXM-202,0-30,Loy,8.46,1.91,1.36,1.49,20.57,53.06,27.46,393.27,,307031466.99,27.53,8.78,4.61527191566664,3.05,1.22,2.55,Bug'doy
NMNX-194,0-30,Loy,8.32,0.93,1.67,1.45,24.94,24.69,15.7,324.43,307.49,842797049.34,27.99,6.04,2.1575978587719,2.22,0.51,1.45,Bug'doy
NTXM-203,0-30,Loy,8.41,1.9,1.18,1.58,35.13,25.47,14.8,316.48,306.49,114862922.48,28.63,8.96,4.95351511552411,2.12,1.18,1.44,Bug'doy
NMNT-195,0-30,Loy,8.39,0.53,1.41,1.5,16.8,29.84,19.27,382.84,366.66,121324083.57,25.89,8.96,4.29097394637471,2.04,1.08,,Bug'doy
NTTM-164,0-30,Loy,7.65,1.18,1.57,1.56,34.77,68.08,32.7,441.7,373.27,589493975.28,29.1,8.5,1.81915416028621,2.56,0.6,1.1,Bug'doy
NMNX-13087,0-30,Yengil qum,8.16,0.57,1.24,1.36,38.26,86.15,45.4,563.99,492.39,12017779.49,22.86,9.58,4.34429333139669,2.49,0.78,1.08,Makkajo'xori
NMNX-13208,0-30,Yengil qum,6.44,1.33,1.45,1.36,25.03,75.92,38.89,405.04,381.65,615164660.69,25.54,8.74,2.89462270358759,2.49,0.43,1.02,Makkajo'xori
NTXM-203,0-30,Yengil qum,7.71,1.06,1.4,1.57,23.21,76.77,38.68,458.34,406.87,479328225.27,27.53,8.83,1.2,2.25,0.91,1.65,Makkajo'xori
TSPD-2052,0-30,Qumoq,7.83,1.83,1.07,1.56,34.36,63.52,33.72,434.95,419.68,755280907.91,29.72,7.64,3.09774243590875,2.21,0.57,1.66,Makkajo'xori
Karta-163,0-30,Loy,6.81,1.12,0.89,1.63,19.37,26.49,15.12,330.43,306.36,128655491.69,25.2,9.48,2.08832926116808,2.22,0.92,1.56,Bug'doy
NTTM-165,0-30,Loy,7.67,0.82,1.08,1.55,28.2,35.22,23.57,386.8,368.18,787190128.15,29.07,7.53,3.0369202700601,2.28,0.98,1.47,Bug'doy
NMNX-13329,0-30,Loy,8.71,1.24,1.05,1.54,29.92,20.92,14.58,309.76,274.14,897777991.74,25.04,7.47,4.57181451868943,2.45,1.11,1.38,Bug'doy
NMNX-13450,0-30,Qumoq,7,0.73,1.16,,34.07,74.78,38.69,501.61,457.85,277298348.38,29,11.3,4.67147381786996,,1.15,1.32,Makkajo'xori
NTXM-204,0-30,Loy,6.64,1.6,1.22,1.52,34.39,38.91,21.66,380.54,352.53,813874738.95,26.31,8.55,4.676669079805,7.42,1.11,1.67,Bug'doy
TSPD-2053,0-30,Qumoq,8.31,,1.51,1.26,18.15,80.18,41.41,476.07,455.91,485621691.31,27.04,8.05,5.26829713363823,7.82,0.63,1.76,Makkajo'xori
Karta-164,0-30,Loy,7.84,2.44,1.67,1.45,35.35,47.51,26.78,375.91,343.3,46496132.64,22.5,11.09,6,8.17,0.36,1.71,Bug'doy
NTTM-166,0-30,Loy,8.55,2.28,1.94,1.54,35.07,15.44,14.15,340.41,325.93,,26.53,12.31,3.02638027688896,3.28,1.08,0.91,Bug'doy
NMNX-13571,0-30,Loy,7.28,1.37,0.61,1.33,15.08,42.49,22.55,385.71,352.08,861690805.08,22.26,9.33,5.92810892136598,3.37,0.64,0.97,Bug'doy
NMNX-13692,0-30,Loy,8.53,1.05,0.71,1.51,23.23,30.11,18.47,359.43,,85439650.62,25.77,7.57,2.71387686738731,3.23,0.79,1.02,Bug'doy
NTXM-205,0-30,Yengil qum,6.91,0.7,0.93,1.25,28.09,89.03,43.32,466.23,397.62,709224183.06,27.88,8.34,2.23797353249336,2.77,0.88,1.2,Makkajo'xori
TSPD-2054,0-30,Loy,7.88,0.73,0.97,1.41,21.29,59.22,30.48,415.05,367.52,80316060.13,28.85,10.09,3.98462385739365,2.7,0.66,1.25,Bug'doy
Karta-165,0-30,Loy,7.78,1.18,0.95,1.51,23.46,54.61,27.61,437.98,386.65,815757519.17,23.09,8.16,3.88881986398786,2.79,0.7,1.31,Paxta
NTTM-167,0-30,Qumoq,6.25,1.39,1.1,1.28,24.56,90.69,44.76,499.85,456.47,704745582.94,25.34,11.48,6,3,0.89,1.46,Makkajo'xori
NMNX-13813,0-30,Loy,6.49,1.35,0.72,1.31,20.49,51.71,25.85,387.92,353.24,662964009.76,19.62,9.45,4.36387622744131,2.96,0.42,1.49,Bug'doy
NMNX-13934,0-30,Yengil qum,6.28,1.47,0.87,1.37,37.02,59.59,30.5,438.22,397.82,647143881.79,27.97,10.44,5.84900448322192,2.8,0.91,1.41,Makkajo'xori
NTXM-206,0-30,Loy,8.68,1.55,1.12,1.33,19.48,37.85,21.21,384.7,391.38,373245911.53,22.91,10.59,1,5.46,0.9,1.4,Bug'doy
TSPD-2055,0-30,Qumoq,6.9,1.57,1.89,1.27,28.18,66.38,35.26,415.96,381.64,632942961.19,22.32,9.71,2.57182533178297,5.18,0.73,1.34,Makkajo'xori
Karta-166,0-30,Yengil qum,6.95,1.44,1.65,1.31,17.87,69.15,37.12,454.3,429.58,486048070.98,26.03,10.28,3.63596716753841,4.92,0.67,1.41,Makkajo'xori
NTTM-168,0-30,Loy,6.1,1.6,1.74,1.3,21.3,70.65,33.12,423.93,407.97,305591071.04,22.74,10.11,2.86359288695129,5.81,1.1,1.3,Makkajo'xori
NMNX-14055,0-30,Loy,6.57,1.72,0.8,1.45,32.47,54.2,30.57,397.73,355.31,591313769.33,25.31,9.21,3.09839330496399,5.73,,1.38,Bug'doy
NMNX-14176,0-30,Loy,8.18,,0.79,1.4,29.57,48.81,27.87,399.66,369.68,432996525.15,25.39,13.66,1.5010671740014,5.5,,1.45,Bug'doy
NTXM-207,0-30,Qumoq,6.48,1.33,0.84,1.42,29.6,67.11,35.97,430.72,412.57,713713674.35,22.29,11.41,4.06272756840813,1.62,0.94,1.29,Makkajo'xori
TSPD-2056,0-30,Loy,6.64,1.88,0.63,1.42,24.89,55.91,31.36,404.37,390.16,723189813.39,25.68,7.96,6,1.7,1.23,1.3,Bug'doy
Karta-167,0-30,Loy,7.08,2.14,0.58,1.37,28.2,57.15,30.39,409.89,385.8,721213281.9,26,9.94,5.20655303139006,1.8,0.91,1.3,Bug'doy
NTTM-169,0-30,Loy,7.25,1.36,0.65,1.63,25.68,15.91,12.18,340.69,351.53,155063330.43,28.15,9.16,4.07188530005608,4.96,0.77,1.41,Bug'doy
NMNX-1283,0-30,Yengil qum,8.01,1.83,0.98,1.41,39.18,48.71,25.39,416.4,345.94,693384629.96,21.69,9.44,6.95914006610428,5.19,0.42,1.42,Paxta
NMNX-188,0-30,Loy,8.22,2.03,1.22,1.31,24.05,39.19,23.08,429.79,423.67,741116971.6,20.63,8.94,3.13856938556662,5.56,1.31,1.66,Bug'doy
NTXM-197,0-30,Qumoq,6.16,0.62,1.47,1.38,17.21,90.62,43.95,495.43,468.79,834619003.46,29.11,9.59,2.65366112388036,3.04,0.51,1.62,Makkajo'xori
NMNX-189,0-30,Loy,7.28,1.16,1.16,1.35,39.53,67.12,33.68,389.85,371.6,558259879.86,22.96,8.79,5.71878568137507,3.06,1.35,0.9,Makkajo'xori
NTXM-198,0-30,Yengil qum,7.36,0.42,1.23,1.39,21.11,62.43,33.51,434.57,420.22,881443925,22.21,9.3,1.5,3.05,1.16,0.87,Makkajo'xori
NMNT-190,0-30,Loy,7.4,0.26,1.36,,26.79,79.12,40.37,472.21,441.47,149486843.93,26.55,9.01,2.85459579627432,2.93,1.15,1.99,Makkajo'xori
NTTM-159,0-30,Loy,8.62,0.96,1.89,1.48,25.05,51.16,29.58,396.15,386.35,469539171.43,28.86,6.53,6,2.89,0.15,1.96,Bug'doy
NMNX-13323,0-30,Loy,7.09,0.42,2.04,1.4,22.97,57.73,31.2,415.56,392.36,351731953.16,27.82,8.16,2.75929614912667,2.81,1.08,1.91,Bug'doy
NMNX-13444,0-30,Yengil qum,7.09,1.53,2.58,1.25,34.67,74.2,36.67,478.25,421.14,779791089.8,23.11,9.08,1.5,7.62,0.43,1.04,Makkajo'xori
NTXM-198,0-30,Loy,6.23,2.09,0.96,1.41,32.08,85.39,43.88,465.15,421.88,,24.66,13.44,2.63867547988994,7.97,1,1,Makkajo'xori
NMNX-190,0-30,Loy,7.82,1.65,0.89,1.26,36.49,90.74,46.94,516.43,481.64,175735596.93,22.44,9.41,3.16654655437335,8.24,1.47,,Makkajo'xori
NTXM-199,0-30,Loy,7.96,1.07,0.95,1.27,19.22,76.17,41.33,490.9,430.94,162632651.59,27.14,7.21,1.81133213649201,6.55,0.26,1.85,Makkajo'xori
NMNT-191,0-30,Qumoq,6.04,1.52,0.73,1.39,26.81,83.5,42.18,462.86,424.71,51200649.15,24.35,9.39,4.30159384196471,6.15,0.87,1.76,Makkajo'xori
NTTM-160,0-30,Loy,8.44,2.48,0.94,1.58,22.45,43.67,24.32,393.3,342.59,641050699.28,28.13,11.19,4.07326609739503,6.23,0.83,1.84,Bug'doy
NMNX-13324,0-30,Loy,7.2,1.12,1.02,1.64,16.12,21.93,13.58,331.67,329.71,771411115.67,25.35,10.42,5.36477967245466,4,0.56,1.73,Bug'doy
NMNX-13445,0-30,Loy,6.95,1.4,1.41,1.37,25.35,59.33,31.18,450.51,384.37,,29.21,7.97,5.7666284665057,3.91,,,Bug'doy
NTXM-199,0-30,Qumoq,6.86,1.53,1.55,1.26,30.51,77.66,41.23,455.64,403.19,658852361.24,25.36,10.56,1.2,3.94,1.18,1.76,Makkajo'xori
NMNX-191,0-30,Loy,7.92,1.69,1.76,1.52,16.76,28.52,15.82,329.63,305.7,483726650.05,25.97,7.24,3.59264765628561,3.93,1.13,1.85,Bug'doy
NTXM-200,0-30,Qumoq,7.15,2.54,0.94,1.42,28.75,77.66,41.5,460.5,414.03,333920238.51,29.15,10.47,2.8712886161044,3.71,1.01,1.83,Makkajo'xori
NMNT-192,0-30,Loy,8.36,1.51,1.04,1.42,33.55,31.21,19.37,349.75,325.25,506973574.22,18.79,8.54,5.32329656715901,3.85,1.08,1.99,Bug'doy
NTTM-161,0-30,Loy,8.39,1.84,1.2,1.62,16.39,14.85,10.24,323.76,313.99,471505415.13,28.37,8.76,1,-0.22,0.82,1.67,Bug'doy
NMNX-13325,0-30,Loy,7.76,1.67,1.13,1.51,37.46,55.91,28.53,404.53,361.65,79639118.19,29.13,10.61,6.96714431240253,-0.21,0.9,1.66,Bug'doy
NMNX-13446,0-30,Loy,8.56,1.32,1.18,1.47,18.26,42.99,23.77,414.86,356.61,721993906.16,29.02,9.14,3.68973318809792,-0.22,0.38,1.76,Bug'doy
NTXM-200,0-30,Qumoq,7.97,2.04,1.37,1.55,16.22,54.71,30.27,420.57,391.16,897974693.58,27.32,10.68,3.88744809978706,9.26,1.18,1.84,Paxta
NMNX-192,0-30,Yengil qum,7.91,0.77,0.73,1.52,31.17,56.95,30.69,404.8,388.62,271257544.99,28.18,11.72,3.34322985348002,8.87,0.84,1.75,Makkajo'xori
NTXM-201,0-30,Loy,8.09,2.32,0.82,1.62,34.94,25.91,16.58,310.36,306.29,435629885.06,23.17,9.15,2.66018621418804,10.04,0.81,1.77,Bug'doy
NMNT-193,0-30,Loy,6.67,1.65,1.07,1.51,30.67,30.43,19.16,350.85,351.76,237265152.3,26.14,5.31,5.62851415780826,7.64,1.11,1.28,Bug'doy
NTTM-162,0-30,Loy,6.14,1.61,1.04,1.36,33.68,71.94,37.6,438.53,382.52,198337836.21,26.5,8.75,2.57854574250567,7.85,1.17,1.27,Makkajo'xori
NMNX-13326,0-30,Loy,6.7,0.71,1.28,1.46,20.51,56.8,30.83,412.76,369.6,852037755.84,28.06,9.7,4.63401535066304,8.24,0.78,1.24,Bug'doy
NMNX-13447,0-30,Loy,6.43,,1.67,,15.86,92.84,48.22,521.09,435.25,167096563.22,22.83,9.62,2.20313743865453,2.09,0.69,1.09,Makkajo'xori
NTXM-201,0-30,Loy,7.69,,0.88,1.53,25.1,41.28,21.54,391.66,366.46,235271192.44,28.49,9.12,3.45061212018119,1.99,0.92,1.24,Bug'doy
NMNX-193,0-30,Loy,7.66,1.59,0.89,1.36,27.29,44.47,24.6,374.96,344.39,598717526.84,29.46,10.24,4.24975419241428,1.85,0.73,1.22,Bug'doy
NTXM-202,0-30,Qumoq,7.27,0.77,0.92,1.51,31.73,58.67,31.34,439.79,390.94,539549834.89,,10.25,5.13256673514346,6.15,0.68,,Makkajo'xori
NMNT-194,0-30,Loy,7.69,1.7,1.88,1.46,39.06,37.88,22.92,365.93,346.88,592022935.99,,13.34,3.91634205065764,6.47,1.17,1.89,Bug'doy
NTTM-163,0-30,Loy,8.68,1.53,2.13,1.41,30.47,45.27,25.14,393.24,372.42,572134725.25,,8.21,2.7924114806383,,0.54,1.83,Bug'doy
NMNX-13327,0-30,Loy,6.26,0.45,0.51,1.51,32.77,59.55,33.39,454.79,404.9,334537172.06,23.14,9.6,3.50819606137868,7.47,1.15,1.45,Bug'doy
NMNX-13448,0-30,Loy,8.91,1.5,0.58,1.52,27.25,24.42,16.42,373.02,374.41,683866472.78,22.46,10.06,4.36790125836652,7.37,0.96,1.63,Bug'doy
NTXM-202,0-30,Yengil qum,7.85,1.43,0.66,1.31,24.09,70.37,37.26,466.27,420.82,770309596.87,24.41,7.93,4.26784050341186,7.37,1.11,1.67,Makkajo'xori
NMNX-194,0-30,Qumoq,8.09,1.94,1.05,1.37,16.71,66.33,35.72,457.76,406.15,266339694.61,19.03,8.42,3.83534483418561,4.31,1.01,1.11,Paxta
NTXM-203,0-30,Qumoq,7.33,2.46,1.01,,19.93,75.55,40.49,483.28,451.49,706561173.86,28.74,6.92,1.5,4.12,1.09,1.2,Makkajo'xori
NMNT-195,0-30,Qumoq,8.71,1.24,1.06,1.24,34.07,71.53,38.31,484.25,446.97,397255912.28,29.59,7.72,3.00842296444663,4.22,1.3,1.04,Makkajo'xori
NTTM-164,0-30,Qumoq,6.45,1.79,0.41,,25.07,84.44,46.32,483.55,428.41,351622721.13,26.82,10.02,1,4.23,1.02,1.53,Makkajo'xori
NMNX-13328,0-30,Loy,7.77,1.68,0.39,1.6,15.1,36.34,22.55,374.62,340.07,108526312.51,26.44,11.41,4.95488526489809,4.15,0.78,1.55,Bug'doy
NMNX-13449,0-30,Loy,6.6,1.91,0.47,1.27,29.33,77.81,41.91,497.81,459.9,33829700.19,29.41,13.41,6,4.46,0.86,1.71,Makkajo'xori
NTXM-203,0-30,Loy,6.78,1.34,0.5,1.53,31.09,50.22,27.14,423.29,349.39,638330541.74,20.1,7.54,4.20074003230578,3.67,0.71,1.74,Bug'doy
NMNX-195,0-30,Loy,8.88,1.4,0.53,1.52,32.96,34.51,19.9,372.35,349.15,602581747.98,24.88,8.1,2.52328500321205,,1.22,1.84,Bug'doy
NTXM-204,0-30,Loy,7.86,0.54,0.64,1.59,38.15,37.15,22.32,333.16,316.97,,29.55,7.27,1,3.23,0.34,1.78,Bug'doy
NMNT-196,0-30,Loy,8.73,1.01,1.06,1.62,36.05,20.62,12.73,295.21,263.44,565130990.92,24.84,11.28,3.67472961541916,,,1.51,Bug'doy
NTTM-165,0-30,Loy,6.87,1.69,1.26,1.44,39.84,40.25,22.73,377.07,337.5,880724173.33,28.27,7.48,5.01355689797633,4.1,1.07,1.43,Bug'doy
NMNX-13329,0-30,Qumoq,6.24,1.88,1.68,1.39,23.87,72.65,37.22,436.59,392.39,288638778.56,25.53,6.65,6,4.21,1.14,1.36,Makkajo'xori
NMNX-13450,0-30,Loy,8.43,1.68,1.18,1.55,15.8,34.71,21.64,392.06,372.2,567711143.43,28.6,7.33,3.81531568002683,4.49,1.16,2.54,Bug'doy
NTXM-204,0-30,Loy,6.59,1.99,1.39,1.56,31.71,48.82,25.98,385.86,356.25,244086810.99,29.86,8.06,6.72151295657672,4.24,0.81,2.49,Bug'doy
TSPD-2053,0-30,Yengil qum,8.53,2.17,1.5,1.48,25.61,38.68,21.72,410.97,368.91,616049582.31,28.56,11.5,5.94092132674077,4.07,0.88,2.52,Paxta
Karta-164,0-30,Loy,6.44,0.51,1.62,1.26,20.15,84.52,42.78,466.53,420.73,584315135.84,27.44,10.66,2.79701423760558,2.69,0.7,,Makkajo'xori
NTTM-166,0-30,Yengil qum,7.09,2.18,1.53,1.48,25.35,49.96,30.17,401.5,365.37,454430494.71,27.04,7.3,4.1774164573087,2.67,1.17,1.68,Makkajo'xori
NMNX-13571,0-30,Loy,8.1,1.76,1.72,1.57,21.38,46.2,25.96,363.6,350.36,403554323.63,25.46,9.97,4.49498069614765,2.66,0.28,1.65,Bug'doy
NMNX-13692,0-30,Loy,7.02,1.24,0.36,1.65,39.71,21.13,13.18,324.71,317.75,114518680.16,29.78,13.28,1.96924111002694,6.72,1.13,1.97,Bug'doy
NTXM-205,0-30,Loy,7.37,1.24,0.38,1.25,23.26,61.77,32.08,425.41,383.48,533333714.87,24.39,10.99,3.17716412233744,6.74,,2.05,Bug'doy
TSPD-2054,0-30,Loy,8.2,0,0.38,1.56,17.38,46.18,25.81,393.61,377.93,610975329.76,24.82,9.65,3.32192067937473,6.31,0.51,1.99,Bug'doy
Karta-165,0-30,Loy,7.29,0.82,1.92,1.39,34.59,43.71,24.48,373.88,344.34,79692948,21.97,6.98,3.46835479504365,2.6,,1.24,Bug'doy
NTTM-167,0-30,Qumoq,7.08,1.32,2.15,1.29,37.33,93.49,44.96,495.08,420.11,131561048.95,29.88,9.51,3.69490702486359,2.54,0.94,,Makkajo'xori
NMNX-13813,0-30,Loy,8.4,1.98,2.45,1.61,33.18,18.79,14.19,338.03,304.11,431946979.8,20.74,10.75,3.22963489624232,,0.42,1.29,Bug'doy
NMNX-13934,0-30,Loy,7.66,2.19,1.67,1.3,37.65,61.68,32.04,423.77,406.6,,26.4,9.07,5.18541861160542,5.3,0.68,0.93,Makkajo'xori
NTXM-206,0-30,Loy,8.11,1.14,1.82,1.51,17.11,29.05,15.47,319.87,303.52,192232023.92,25.31,11.23,4.08971252798603,5.24,0.74,1.04,Bug'doy
TSPD-2055,0-30,Loy,8.77,1.21,1.71,1.53,15.97,19.14,14.47,352.36,351.48,490819400.26,22.96,10.36,4.14030413582672,5.15,1.22,1.02,Bug'doy
Karta-166,0-30,Loy,7.98,1.45,0.74,1.53,32.41,39.89,23.06,387.66,352.93,577933851.5,29.58,9.2,3.30210902699808,4.27,1.14,1.57,Bug'doy
NTTM-168,0-30,Yengil qum,7.05,0.64,1.04,1.35,21.5,76.97,36.49,460.25,438.25,733942595.03,29.72,7.97,4.38761903666276,4.25,0.4,1.56,Makkajo'xori
NMNX-14055,0-30,Loy,6.01,2.2,1.04,1.47,35.11,72.87,38.56,433.24,391.42,347906095.39,27.75,6.51,4.32882779537552,4.22,1.11,1.58,Bug'doy
NMNX-14176,0-30,Qumoq,7.62,1.67,0.4,1.24,27.99,80.62,43.39,480.68,432.39,41289843.08,27.47,6.71,4.47785478391383,5.61,,0.93,Makkajo'xori
NTXM-207,0-30,Qumoq,7.77,0.1,0.46,1.29,39.64,80.05,42.36,497.81,464.64,230628810.02,27.37,,4.78757386804792,5.62,1.08,,Makkajo'xori
TSPD-2056,0-30,Loy,8.73,1.13,0.52,1.6,16.81,32.89,19.23,326.03,286.6,21268371.73,29.58,11.96,1.5,5.31,0.94,0.95,Bug'doy
Karta-167,0-30,Loy,8.49,0.74,1.72,1.53,32.01,32.62,19.57,358.11,351.11,,25.84,11.45,5.33168751057998,,0.72,1.77,Bug'doy
NTTM-169,0-30,Loy,8.67,1.88,1.59,1.34,34.98,43.14,25.14,371.19,340.84,150778149.11,26.12,9.83,3.38083410782833,3.43,0.33,,Bug'doy
NMNX-14297,0-30,Yengil qum,7.28,2.21,1.74,1.36,35.77,79.66,39.23,427.68,,118160584.81,27.1,7.42,1.77927507578053,3.51,0.79,,Makkajo'xori
NMNX-14418,0-30,Yengil qum,7.65,1,1.06,,17.66,97.45,48.29,517.83,472,322958573.43,23,7.11,1.65768153207578,3.5,1.1,0.82,Makkajo'xori
NTXM-208,0-30,Loy,8.89,1.21,1.13,1.46,25.01,49.18,25.31,420.33,399.3,566707438.42,26.26,9.36,4.05541113180844,3.47,,0.81,Bug'doy
TSPD-2057,0-30,Loy,7.48,1.87,1.43,1.61,16.01,20.13,13.85,340.87,329.56,723766899.72,27.25,9.07,2.5668854380835,3.45,0.99,0.87,Bug'doy
Karta-168,0-30,Loy,8.5,0.76,0.49,1.63,21.06,26.18,16.97,357.36,307.78,794133062.12,27.28,9.2,1.83516766484953,,1.04,1.82,Bug'doy
NTTM-170,0-30,Loy,8.91,0.71,0.65,1.56,32.64,31.29,17.94,348.53,301,880396867.95,20.1,10.01,6.54641657199052,4.93,1.04,1.87,Bug'doy
NMNX-1284,0-30,Loy,6.6,0.97,0.83,1.29,35.12,91.34,46.72,515.18,450.85,484903161.3,24.26,7.85,4.80357909462505,5.11,0.95,1.66,Makkajo'xori
NMNX-189,0-30,Loy,8.61,0.79,0.95,1.53,34.43,55.25,30.68,445.02,410.86,50514525,29.78,8.85,2.56857426612122,3.81,0.75,1.64,Bug'doy
NTXM-198,0-30,Loy,8.81,2.06,1.16,1.34,25.28,53.6,28.77,418.92,372.48,238890276.46,27.36,7.05,3.85675565794724,4,0.89,1.75,Bug'doy
NMNX-190,0-30,Loy,7.76,1.67,1.46,1.46,36.34,33.48,18.75,369.42,350.43,124363366.52,26.84,7.16,5.17114714028696,3.9,0.67,1.8,Bug'doy
NTXM-199,0-30,Qumoq,6.49,1.3,0.37,,29.71,83.75,42.86,492.29,464.86,221455268.34,24.81,8.57,2.7817803267453,5.54,0.79,,Makkajo'xori
NMNT-191,0-30,Loy,8.27,,0.4,1.48,37.36,21.27,13.52,350.39,302.47,343478658.15,29.06,10.07,1.2,5.46,1.03,0.76,Bug'doy
NTTM-160,0-30,Loy,8.42,0.96,0.42,1.52,16.29,44.57,23.79,377.86,343.5,166619798.35,24.81,9.67,3.60263121295649,5.49,1.18,0.75,Bug'doy
NMNX-13565,0-30,Yengil qum,8.83,,0.66,1.32,21.87,54.64,29.66,432.7,407.9,555649455.42,24.45,12.2,3.14326330354514,5.01,0.31,1.39,Makkajo'xori
NMNX-13686,0-30,Loy,8.87,1.98,0.79,1.46,22.4,27.47,15.38,352.5,336.99,12440454.18,25.16,6.97,2.60165508478944,4.82,0.64,1.49,Bug'doy
NTXM-199,0-30,Loy,8.87,1.62,0.97,1.54,16.51,17.78,13.69,352.22,324.19,800541224.27,27.24,9.98,1.2,4.79,0.91,1.47,Bug'doy
NMNX-191,0-30,Qumoq,7.94,1.3,0.37,1.46,39.23,67.3,34.78,437.74,383.27,840351664.25,29.14,12.64,2.6663014873759,5.51,1.3,1.3,Makkajo'xori
NTXM-200,0-30,Loy,7.06,0.94,0.35,1.57,38.27,20.54,15.84,315.99,297.59,,25.75,6.93,2.88994098266604,5.83,0.56,1.39,Bug'doy
NMNT-192,0-30,Yengil qum,7.58,1.02,0.43,,39,90.72,45.73,497.18,445.3,831072443.68,29.43,10.79,3.44190757137211,6.13,0.94,1.34,Makkajo'xori
NTTM-161,0-30,Loy,8.6,1.83,0.93,1.64,30.88,17.71,12.51,340.27,311.72,338962107.57,28.97,8,3.11894868747535,4.41,1.02,1.3,Bug'doy
