"Sample","Layer (cm)","Mechanical composition","pH","Humus (%)","Soil EC (mS/cm)","Soil density (g/cm³)","CF (%)","N (mg/kg)","P (mg/kg)","K (mg/kg)","Mg (mg/kg)","Microorganisms  (CFU/g)","S (mg/kg)","Fe (mg/kg)","Zn (mg/kg)","Mn (mg/kg)","Cu (mg/kg)","B (mg/kg)","Crop"
"Karta-279","0-20","sandy","6.12","2.88","1.58","","20.3","89.1","44.11","458.17","70","648189764.41","29.28","9.16","1.2","9.7223299051166","1.8363254394744","4.52","Corn"
"NTTM-281","0-20","Loamy","6.37","2.57","0.84","","16.01","75.59","38.77","460.98","43.885889994929","55855875.78","13.95","10.2","1.7883848176231","13.212992027558","3.602419933499","4.73","Corn"
"NMNX-41401","0-20","Loamy","8.12","1.47","0.83","","28","86.35","45.32","499.71","30.580920491815","105705848.79","25.96","11.91","4.5271286035254","15.329395259861","1.5261972142378","1.23","Corn"
"NMNX-41522","0-20","sandy","7.61","0.17","0.6","","31.04","69.07","36.3","455.9","45.557504808749","406309319.74","13.78","8.69","6.494278897186","7.8475907938126","2.9650297122602","3.15","Corn"
"NTXM-320","0-20","Loamy","6.55","1.13","0.86","","18.69","83.58","41.72","468.48","17.111992434571","129441452.02","24.46","8.51","2.8161121256763","8.1028750414567","1.632943959596","1.78","Corn"
"TSPD-2169","0-20","Loamy","6.83","1.57","1.11","1.32","20.6","72.48","38.22","472.26","38.901667114914","136056663.55","20.95","7.29","2.158295093113","13.729112660985","2.0773275779319","2.6","Corn"
"Karta-280","0-20","Gill","7.41","0.54","3.08","1.6","18.55","25.35","14.34","326.15","54.172597961735","678960172.09","17.41","9.92","5.0412335924718","12.439551457549","2.9407950090185","1.69","Wheat"
"NTTM-282","0-20","Clay","7.59","1.78","1.97","1.44","25.91","53.16","30.58","415.82","43.772840780505","44307067.86","16.48","8","1.2","10.133410399366","2.361191693069","4.17","Corn"
"NMNX-41643","0-20","Clay","6.76","2.04","1.15","","29.31","62.39","36.55","425.69","42.792184807192","475789399.33","13.65","9.5","3.8677973540063","13.26331096465","1.8516816079123","3.87","Corn"
"NMNX-41764","0-20","sandy","7.65","0.93","2.92","1.26","23.2","49.86","26.46","410","41.818255703491","850420463.05","20.46","8.19","3.3603227862853","12.640842987198","2.1905776061316","4.25","Corn"
"NTXM-321","0-30","sandy","8.8","1.45","3.97","1.54","38.94","34.98","19.41","401.43","52.610297548698","33476228.46","28.9","8.61","2.0958177237219","9.1131757529218","2.6941993928084","1.61","Cotton"
"TSPD-2170","0-20","Loamy","7.63","0.97","2.43","1.31","27.63","83.09","41.15","473.31","20","","23.85","8.73","4.001268016221","6.7167939618418","2.5300779395445","0.6","Corn"
"Karta-281","0-20","Loamy","6.34","1.47","2.31","1.33","35.24","75.53","39.15","433.49","28.65716725219","1473110676.63","12.37","8","6","13.431411432546","3.2062364222728","1.9","Corn"
"NTTM-283","0-20","sandy","6.38","0.71","","","39.56","96.83","48.83","483.25","27.271668264907","594144820.12","28.43","10.71","4.7294321839145","12.581861025464","2.3953976605062","2.37","Corn"
"NMNX-1397","0-20","Clay","7.93","0.85","2.01","1.49","21.64","47.14","24.51","391.23","22.667239911758","50595793.34","27.63","11.16","1.5","","1.9068087360469","0.9","Wheat"
"NMNX-302","0-20","sandy","8.29","1.07","1.74","1.44","18.04","56.94","30.25","411.78","42.958070289091","778689855.98","18.32","14.81","2.3239879946128","14.939668786029","2.3313207036502","4.81","Wheat"
"NTXM-311","0-20","Gill","8.87","1.87","3.18","1.51","30.24","26.49","15.82","333.96","56.651358804646","249530214.84","22.67","11.7","6","11.006634821441","2.6336480671799","1.11","Wheat"
"NMNX-303","0-20","Clay","7.32","0.97","2.2","1.39","19.05","41.48","22.87","355.48","35.154152414613","40560014.24","13.76","11.19","2.7459187010702","9.0134549993133","2.0159154644326","2.16","Cotton"
"NTXM-312","0-20","Gill","8.15","1.06","3.89","1.64","31.29","18.04","13.13","330.57","34.193624929413","206990748.75","16.08","10.51","4.5620501796545","12.133307618347","2.5739677303491","3.31","Cotton"
"NMNT-304","0-30","Loamy","8.7","1.65","4.6","1.56","28.04","40.65","23.73","403.14","49.067607153195","1279440886.96","22.22","7.29","3.0221711358563","14.215205281443","3.0231556839655","2.14","Cotton"
"NTTM-273","0-20","Gill","7.49","0.15","3.17","1.58","39.91","30.12","18.64","353.86","40.673294069422","42207623.18","22.72","12.69","3.8221830828419","9.945551361244","3.5","1.36","Cotton"
"NMNX-40911","0-20","Gill","6.46","2.3","1.43","1.49","21.15","57.95","33.69","409.55","38.297142223065","999612792.99","16.38","8.27","4.4757488155641","","4","2.38","Cotton"
"NMNX-41032","0-20","Clay","6.31","1.59","2.39","1.4","32.76","79.22","40.32","455.71","35.213394392775","1001585629.86","23.76","8.11","6","13.938789414426","2.7154082334775","3.52","Cotton"
"NTXM-312","0-20","Gill","8.97","1.12","3.62","1.5","27.64","25.58","16.55","318.05","39.12746230242","1279210007.19","17.9","11.41","2.0357336346691","6.4766533998159","2.2161105528098","4.34","Cotton"
"NMNX-304","0-20","Clay","7.36","0.67","3.44","1.52","23.96","33","17.91","324.82","33.869234478048","1597910650.34","17.68","12.18","1.6374175014818","12.211824193431","3.4561547220827","0.84","Cotton"
"NTXM-313","0-20","Clay","6.64","1.6","1.63","","34.5","90.12","46.06","536.36","26.343545149936","826608647.43","15.86","13.8","5.2842705404986","5.7629268159792","2.8530536436023","1.64","Cotton"
"NMNT-305","0-20","Clay","7.15","","4.07","1.34","25","53.4","28.79","372.28","35.662164615446","1199782281.13","17.55","7.78","6","7.1266978004218","2.3958165684807","0.9","Cotton"
"NTTM-274","0-20","sandy","7.2","1.6","4.3","1.41","26.07","39.28","22.77","358.52","45.717931372277","1263337430.81","18.75","9.88","1.5","7.4564024830169","1.5502968847485","2.65","Cotton"
"NMNX-40912","0-20","Clay","7.15","0.69","2.02","1.33","37.24","75.61","37.68","468.78","59.177506684596","1834377984.47","15.93","12.23","3.0893135196099","11.393575471858","2.1120370120436","4.42","Cotton"
"NMNX-41033","0-20","Gill","7.25","1.48","2.72","1.36","39.03","48.4","27.45","432.86","20","59877338.22","22.95","10.05","2.862894845819","9.7371904296528","2.2102170329322","4.31","Cotton"
"NTXM-313","0-20","Clay","7.41","2.19","1.14","1.24","26.37","90.23","44.88","480.61","49.91935666448","","18.97","7.28","3.4773040385775","16.144617603577","1.6219418624988","2.45","Cotton"
"NMNX-305","0-20","Loamy","6.19","","","","31.68","91.89","46.77","502.88","68.674531214851","166639263.47","25.76","11.28","3.3198200468355","6.7881225104445","2.1665534273609","1.27","Cotton"
"NTXM-314","0-20","sandy","7.36","1.08","4.14","1.51","16.1","34.14","19.04","373.59","15.073148141407","","21.89","11.89","2.9006403442905","","2.8676294679969","2.6","Cotton"
"NMNT-306","0-20","sandy","6.17","2.31","3.79","1.57","39.41","68.24","32.5","454.78","54","1060021124.67","24.25","9.78","2.6646402348412","11.703493585136","2.9","2.62","Cotton"
"NTTM-275","0-20","Gill","7.25","1.41","1.92","1.46","23.72","52.97","27.96","405.14","19.117247327264","90956973.25","22.71","7.39","2.8855476068255","14.877670035098","2.5958069382341","4.01","Cotton"
"NMNX-40913","0-20","Loamy","6.1","1.82","0.57","1.27","29.12","94.22","46.23","492.38","43.528479021827","1167756612.67","12.48","10.33","4.3019775755528","9.9571022339973","1.7849317065725","2.32","Cotton"
"NMNX-41034","0-20","sandy","7.8","1.78","3.31","1.28","26.94","55.38","28.16","408.56","33.603467417225","","14.28","7.59","5.0612695193551","18","2.3875324144345","1.94","Cotton"
"NTXM-314","0-30","Clay","8.14","1.54","3.69","1.28","16.02","47.18","27.12","430.58","61.199169195118","1500425145.6","14.49","10.4","4.4191489461603","15.652556704256","1.616993539736","3.29","Cotton"
"NMNX-306","0-20","Loamy","","0.46","1.39","1.38","36.02","79.55","41.34","453.04","46.928179432715","80541867.23","23.48","8.6","2.0739468638418","12.564335476391","2.8752218264189","0.87","Cotton"
"NTXM-315","0-30","sandy","8.9","0.91","2.83","1.4","27.76","45.31","26.1","408.72","39.528062600684","1034538873.3","26.25","8.74","2.9126214488332","10.390332149966","3.5","0.93","Cotton"
"NMNT-307","0-20","Gill","7.04","1.5","3.04","1.6","31.29","47.9","25.44","376.24","42.479798686693","1350478936.1","20.66","13.4","2.6364305024037","17.121931713331","2.3512278933761","3.23","Cotton"
"NTTM-276","0-20","Loamy","7.92","1.11","0.53","1.24","28.49","80.36","40.42","488.25","49.723303904335","195287225.52","28.73","12.67","2.1074760723472","16.082464879151","1.2","3.97","Cotton"
"NMNX-40914","0-20","Clay","7.81","1.75","2.71","1.27","22.83","73.69","39.19","457.53","23.630009368177","","20.13","9.97","3.3226076144484","18.544336924423","2.6464389039014","1.21","Cotton"
"NMNX-41035","0-20","sandy","8.55","1.07","1.41","1.59","32.59","17.1","11.76","308.4","32.887625038945","2229857012.57","15.11","11.33","1","16.689126366609","1.4655551155386","1.06","Cotton"
"NTXM-315","0-20","Gill","7.69","2.13","4.09","1.43","15.16","32.58","19.56","365.42","53.285784326771","1241963223.76","14.24","9.05","6.1222763237273","7.5371635335119","1.2599991449232","2.54","Cotton"
"NMNX-307","0-20","Gill","8.87","2.32","4.45","1.59","31.82","15.36","11.99","320.58","54.345366923614","521671019.54","26.35","6.45","1.2","8.9181546302452","1.0528923296787","2.22","Cotton"
"NTXM-316","0-20","sandy","7.36","2.2","2.88","1.5","30.47","35.73","20.28","372.36","44.679582872075","","24.3","9.01","4.2034508214713","9.368365394112","3.5","4.63","Cotton"
"NMNT-308","0-20","sandy","6.74","0.98","1.2","1.39","21.7","56.9","30.22","411.66","13.680642929428","2010706937.87","25.58","","4.0510241758506","12.829497152498","2.264984632259","2.06","Cotton"
"NTTM-277","0-20","Loamy","7.14","1.7","2.86","1.43","34.56","70.77","38.97","455.43","37.922009156357","462657731.17","13.98","10.09","2.6715749067026","8.1155274118041","1.7049354889671","1.13","Cotton"
"NMNX-40915","0-20","Loamy","6.12","2.04","2.94","1.6","35.94","77.05","38.19","430.32","47.185257184986","618023041.34","29.92","11.33","2.2706439204399","9.2912016948884","3.0423833030249","4.44","Cotton"
"NMNX-41036","0-20","sandy","7.35","0.93","3.61","1.38","29.82","55.93","30.29","392.2","48.506377189208","90984612.4","21.53","7.75","2.9079345021022","15","2.7008440755271","3.95","Cotton"
"NTXM-316","0-20","sandy","8.19","1.61","4.11","1.37","34","20.07","15.5","304.25","15","1208342367.08","21.6","7.47","5.473397780385","14.355917540963","1.8233295083923","2.15","Cotton"
"NMNX-308","0-20","sandy","7.51","1.45","1.93","1.51","22.18","55.98","29.9","429.09","61.333705618622","644221029.03","29.52","11.38","5.8413302916261","10.868077059506","1.7047757837269","1.98","Cotton"
"NTXM-317","0-20","Gill","8.57","1.17","4.64","1.57","21.01","16.93","12.54","294.63","39.592649349453","","28.87","8","4.8453161499144","14.282766050177","2.3024451211837","3.35","Cotton"
"NMNT-309","0-20","Gill","8.01","1.39","4.1","1.53","15.85","14.92","11.2","301.68","48.968350030998","785393141.11","15.08","9.75","4.9752621774183","10.13307832935","2.4050798091796","1.44","Cotton"
"NTTM-278","0-20","sandy","6.71","0.89","1.09","1.32","20.32","57.26","29.05","429.42","50.31390153448","36698180.55","16.36","8.26","5.6817614774403","16.414335626868","2.1230606501317","4.75","Cotton"
"NMNX-40916","0-20","sandy","6.45","0.74","2.27","1.33","32.17","67.71","33.06","397.91","52.7868404521","","27.56","9.93","1.2","8.7490171675188","1.9911704103317","1.99","Cotton"
"NMNX-41037","0-20","sandy","8.25","0.73","4.72","1.36","15.42","61.77","34.46","433.64","57.657891500764","377002049.79","26.48","6.95","2.7883188573786","9.8529305092899","1.7993444521439","4.52","Cotton"
"NTXM-317","0-20","Loamy","6.63","0.7","0.59","1.24","22.78","81.27","41.34","488.67","46.299065702504","519855761.87","25.94","8.75","2.6150824186417","15.731915939179","1.9374852345283","2.44","Cotton"
"NMNX-309","0-20","Clay","8.7","1.21","3.9","1.46","26.28","15.57","11.45","317.78","49.992023108629","","26.26","10.07","5.4954330412966","7.6607324316533","2.300807912543","2.86","Cotton"
"NTXM-318","0-30","Loamy","8.34","0.5","3.91","1.54","15.72","46.79","28.16","403.8","40.932053040909","365253255.78","18.93","9.92","3.5533938871164","12.685368021531","3.0376671976865","1.96","Cotton"
"NMNT-310","0-20","Gill","8.08","0.89","2.36","1.32","34.44","52.04","29.78","437.12","62.094277843258","266525872.13","21.13","12.68","2.3276820283968","9.4265601517911","1.5594578690496","2.41","Cotton"
"NTTM-279","0-20","sandy","7.87","1.3","1.94","1.29","35.08","67.86","33.16","418.71","19.849158950182","251026560.42","15.74","8.7","1.2","11.93267724429","2.4952058967729","0.87","Cotton"
"NMNX-40917","0-20","Loamy","8.35","2.01","3.24","1.26","16.17","52.98","31.62","454.94","42.718268327218","122518230.4","20.9","12.71","5.2989534439151","12.521661516408","1.7438994841251","2.35","Cotton"
"NMNX-41038","0-30","sandy","7.77","1.64","2.72","1.32","28","54.12","29.35","423.67","22.8913516411","1984069184.85","22.61","12.72","5.0217763618386","16.002969749137","2.1015677656533","3.41","Cotton"
"NTXM-318","0-20","Clay","7.71","2.39","1.54","1.55","34.99","35.88","20.04","391.9","15.414858653467","910034523.29","15.87","10.3","3.0746544951417","7.8128089651082","2.7828340324059","1.22","Cotton"
"TSPD-2167","0-20","sandy","6.08","0.59","0.73","1.25","23.68","90.29","47.79","515.49","18.098631167096","75513896.88","20.14","10.24","5.3322956935249","9.9408879809175","2.196270875654","2.74","Cotton"
"Karta-278","0-20","Clay","8.2","1.33","2.33","1.52","22.64","74.96","36.95","450.49","34.574948729373","719132828.88","17.63","6.81","1.2","9.8949042159223","2.8795273047967","1.14","Cotton"
"NTTM-280","0-20","Gill","6.64","0.35","4.03","1.62","34.76","47.54","23.88","382.1","15","204925175.01","26.92","11.89","6","14.97289066984","1.7210893098064","4.08","Cotton"
"NMNX-41159","0-20","Loamy","6.83","1.04","1.42","1.38","37.77","75.62","38.27","442.89","31.480092973313","237341316.41","29.01","11.25","6","10.195158887732","2.8821898400154","2.64","Cotton"
"NMNX-41280","0-20","Clay","6.61","1.72","2.86","1.4","24.76","78.35","39.07","481.37","57.242598607778","492191404.69","18.52","10.44","2.0355521544359","11.407104419258","1.8259063279574","4.56","Cotton"
"NTXM-319","0-20","sandy","7.1","1.67","2.34","1.41","15.14","65.44","34.07","442.08","51.609586505352","1607677404.49","15.66","7.02","2.3587329083564","9.3275708044135","3.2960388104362","3.99","Cotton"
"TSPD-2168","0-20","Gill","7.16","1.29","3.52","1.41","32.97","36.88","20.36","362.6","33.871063427335","407202317.09","19.63","6.82","5.6180544009966","9.6022236448754","3.5875369806033","1.62","Cotton"
"Karta-279","0-20","Gill","8.62","0.49","3.67","1.59","21.81","26.72","15.76","332.12","46.6064588759","57592843.7","15.1","7.89","4.1278982063789","9.7374194687376","2.987273358052","0.58","Cotton"
"NTTM-281","0-20","Loamy","","1.91","1.55","1.29","25.67","80.26","42.15","508.06","20.042181283685","333772045.02","14.82","9.1","1.6476862119645","10.513679737185","2.2623485689123","0.93","Cotton"
"NMNX-41401","0-20","Loamy","8.38","1.99","1.41","1.24","31.79","68.24","38.21","460.47","22.242577538571","735931724.39","15.69","9.78","4.2776783597157","15.040882926499","2.300245475098","0.61","Cotton"
"NMNX-41522","0-20","sandy","6.3","1.79","1.92","1.4","28.67","83.86","43.05","447.55","30.968857748878","605010378.68","17.38","9.1","4.6707635855955","11.807420828377","2.0392801667895","3.12","Cotton"
"NTXM-320","0-20","Loamy","6.19","","2.55","1.32","22.56","74.48","38.05","426.6","42.798911122465","137658000.24","27.59","12.87","2.1689536505572","15.112591733162","1.5642237962093","3.81","Cotton"
"TSPD-2169","0-20","Gill","8.28","1.24","4.52","1.62","36.89","24.88","14.29","307.08","37.281079064106","1495113330.97","11.62","8.04","1.7172891524049","9.1004595917213","1.2","0.71","Cotton"
"Karta-280","0-20","sandy","7.68","1.63","2.41","1.32","36.21","61.99","32.35","431.6","26.921363777072","407800731.64","19.57","10.39","3.6332944128145","13.786958695668","2.8016168154395","3.02","Cotton"
"NTTM-282","0-20","sandy","7.63","1.73","1.53","1.27","31.07","81","43.02","449.22","36.375295150825","371976718.99","24.02","7.24","6.5876585434937","10.063917781676","2.6165535382579","3.1","Cotton"
"NMNX-41643","0-20","Clay","7.51","1.62","1.41","1.31","18.15","64.84","35.35","418.83","49.539251761249","629499464.24","23.06","7.73","2.1444277140399","9.7367773415032","2.082059313263","1.72","Cotton"
"NMNX-41764","0-20","Clay","6.67","1.26","1.17","","36.8","83.99","43.59","485","23.597946317053","834983419.52","24.62","6.56","4.6616528263825","8.5297886068269","1.3997143911834","1.88","Cotton"
"NTXM-321","0-20","sandy","7.78","","2.4","1.37","33.74","58.23","30.88","375.08","21.471800870729","1166501443.68","22.81","13.12","6","8.4786855025329","2.9","2.34","Cotton"
"TSPD-2170","0-20","sandy","7.66","0.75","2.71","1.59","36.74","29.21","17.45","324.42","28.991635658694","1114788286.81","17.89","11.42","1.2","7.1023104904056","1.7337337489836","1.43","Cotton"
"Karta-281","0-20","Loamy","6.25","1.35","0.88","","35.37","93.51","47.86","487.63","36.782100160111","89816747.86","24.42","9.88","7","20","3.3020841939406","3.79","Cotton"
"NTTM-283","0-20","Clay","6.43","1.47","1.72","1.25","26.86","76.76","38.46","413.3","39.617852445634","1761628558.84","21.41","9.21","5.3594890739798","16.16518338909","2.5718395337944","3.37","Cotton"
"NMNX-41885","0-20","Gill","8.78","0.89","3.64","1.34","30.23","35.28","18.07","366.18","21.947593272013","811832655.18","10.47","7.52","7","11.6732194391","2.8390414341401","3.55","Cotton"
"NMNX-42006","0-20","sandy","6.24","2.11","3.33","1.37","27.45","58.64","32.9","438.03","22.008468796916","828381683.21","22.54","7.69","7","11.109802168679","2.0707295751118","2.36","Cotton"
"NTXM-322","0-20","Clay","6.24","1.21","1.04","1.47","35.93","82.65","39.74","491.46","39.550683379082","774983239.61","25.85","10.38","2.4445551810319","10.290335162242","2.1314147362706","4.99","Cotton"
"TSPD-2171","0-20","Clay","6.26","","0.91","1.4","24.63","89.9","43.42","492.74","36.51924563853","779685117.64","17.96","9.17","5.33093509399","9.6568739460059","3.0277887175452","4.25","Cotton"
"Karta-282","0-20","sandy","8.69","1.13","0.68","1.42","15.88","68.16","35.1","462.41","26.104820828343","","14.06","11.57","2.9044114504818","12.380466921664","2.7468398083402","3.26","Cotton"
